True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,by e488 genetic ent8neers wiol have cfeated o5ganisms1xapable of sufvibint in space withoutxlife su8poft,0.8557692307692307,5,by 2480 genetic engineers will have created organisms capable of surviving in space without life support,1.0,0
by 2510 the local government will have been investing in green infrastructure for generations,byyd5a0 the lpcal g8vefmment will have beem investing im gfeen9inf5astfuctufe fofqgenefatipns,0.8064516129032258,4,by 2510 the local government will have been investing in green infrastructure for generations,1.0,0
fully automated factories will have become the standard by 2040,fuopu autpmated 5actofies will have become thevstandafd by d049,0.8412698412698413,3,by 2040 automated satellites will have become the standard,0.7768595041322314,3
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,feseafxhe5s will have umlocked newdinsiyhts into coynitive xomp8ting with amo58hous x8nputing bu d049,0.8316831683168316,4,by 2050 the researchers will have unlocked new insights into cognitive computing with autonomous computing by 2050,0.8837209302325582,3
by 2210 education will have been a seamless blend of physical and virtual realities,by 4ds0 education wilp habe been a seamoess blend o5 phusical and viftual reaoities,0.8795180722891566,5,by 2050 education will have been a seamless blend of physical and virtual realities,0.9759036144578314,1
companies will have adopted amorphous computing solutions across industries by 2032,con0an8es will havedado0ted5amofphous comput8mg sooutipns across imdust5ies by 2834,0.8192771084337349,4,concerns will have dominated a phase of computing solutions across industries by 2834,0.8333333333333334,3
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 2045 the heaothca5e industfu siol have been leveratint interppefabpe inf85matipn fof ove5 thfee decades,0.839622641509434,2,by 2045 the healthcare industry will have been leveraging information for over five decades,0.8934010152284264,2
by 2650 digital literacy will have become universal bridging the digital gap,bu et59 d8gitao lite5acu wipo haverbecome um8vefsal bf8dgint the digital gap,0.7763157894736842,1,by 2059 digital literacy will have become universal bridging the digital gap,0.9736842105263158,1
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 4048 smaft yfid technopogies wipl have been pptimizing enefgycdistfibution thfo8th datad5iben infofmation inter8pe5ability fo5 th8fty yea5s,0.8450704225352113,2,by 4048 smart yid technologies will have been optimizing energy distribution through data driven information interoperability for the last years,0.951048951048951,4
communities will have embraced digital technology as a catalyst for progress by 2470,communities0wilo have emb5axed diy8tal techn8o8ty as a xataoyst fof 0fotfess bu 2e70,0.7857142857142857,3,communities will have embedded digital technology as a catalyst for professional growth by 2070,0.8715083798882681,3
by 2040 elm will have become a mainstream choice for building frontend web applications,bu d040 elm wiop have bec8me a mainstfeam chpixe fo5lbuilding 5fontend web applications,0.8735632183908046,4,by 2040 the elm will have become a mainstream choice for building frontend web applications,0.9775280898876404,1
by 2050 artificial intelligence will have been continuously evolving for several decades,by 4950 aftif8cial inteppigence will have been xomtinuo8spy8evolbint fpf sebefao dexades,0.7840909090909091,2,by 4950 artificial intelligence will have been continuously evolving for decades,0.9285714285714286,2
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,by 2049 ano5phous c8m0utint sipl have facilitated breakthfoughs 8n neufptechnoloyy,0.8536585365853658,2,by 2049 anonymous companies will have facilitated breakthroughs in new technology,0.8711656441717791,2
by 2130 aipowered education systems will have been tailored to each students learning style,by 4a38 aip8wefed educatipn systems wipp have been tail8fed to each st8dents pea5ning style,0.8571428571428571,4,by 2438 an improved education system will have been tailored to each students learning style,0.9289617486338798,2
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,5eseafchefs w8lp8havexemploued xontinuao leafniny techniques to ada0t biomedical text mining models 8vef time bu 4043,0.8547008547008547,4,researchers will have exemplified continuous learning techniques to adapt biomedical text mining models every time by 4043,0.9288702928870293,3
by 2950 every individual will have equal opportunities in the digital realm,by d850 ebefy indibiduap willjhave equal pppoftunities in the7digital realm,0.8666666666666667,3,by 2850 individuals will have equal opportunities in the digital realm,0.9379310344827586,1
quantum computing will have decrypted complex codes by 2040,quantum3cpmputing eill have decrypted com0lex cpdes byjd040,0.8813559322033898,2,quantum computing will have decrypted complex codes by 2040,1.0,0
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,byi2e28 flpat8ng x8ties wilp utilize 8nnpvative fiptfation sustems to sustain cpean eater s8p0oies,0.8163265306122449,3,by 2028 flipping ties will utilize innovative flotation systems to sustain clean water systems,0.875,3
by 2220 ai will have been deeply integrated into the fabric of education,by 2de0 ai wilp habe been deeply integfated 8mto the fab5ic pf education,0.875,4,by 2020 ai will have been deeply integrated into the fabric of education,0.9861111111111112,1
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,by e050 3d pf8nting technolpty eiol have advanced tp the point of p5int8ng fully functional human pfgans,0.8846153846153846,5,by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,1.0,0
efforts to close the digital gap will have borne fruit by 2060,effo5ts tp clpse the digital gap sipl haveibofne tfuityby d060,0.8387096774193549,2,efforts to close the digital gap will have been totally by 2060,0.864,1
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 20e7 smart tfaffic management systems wipo habe been optimizing ufban mobility thfputh interconnexted infpfmation systens fof th8ftutyeafs,0.8581560283687943,5,by 2025 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for the future,0.9357142857142857,2
access to digital resources will have become a cornerstone of development by 2760,axxess tp digitap fesoufces silp have beconeqa cofnefstome of development by d760,0.8271604938271605,3,access to digital resources will have become a cornerstone of development by 2760,1.0,0
engineers will have integrated amorphous computing into urban planning systems by 2046,enyineefs willdhave intet5ated amofphous com8uting int8 ufban plamning systems bu d04t,0.8488372093023255,2,engineers will have integrated amorphous computing into urban planning systems by 2040,0.9883720930232558,1
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,bu 40454knowledge distiolation techniaues5eiloghave xpmpfessed cpmplex nodels fpf efficient b8pmedicao text mining,0.8333333333333334,2,by 2040 knowledge distillation techniques have expressed complex models for efficient biomedical text mining,0.9459459459459459,3
biomedical text mining will have played a crucial role in personalized medicine by 2030,bipmedical text mining4will have1played a cfucial role in 8efspmalized nedicine by 4030,0.8735632183908046,5,biomedical text mining will have played a crucial role in personalized medicine by 2030,1.0,0
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,by ds98 humans will have mitigated some of the netatibe98mpaxts of evpluti8nary mismatches,0.8777777777777778,3,by 2500 humans will have mitigated some of the negative impacts of evolutionary mismatches,0.9888888888888889,1
by 2130 deep learning will have been enhancing global communication networks,by 4s30 dee0 pea5ning wiol have beem enhancimg tlobal comnunication netwo5ks,0.8552631578947368,2,by 2030 developers will have been enhancing global communication networks,0.912751677852349,1
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,by e500 centfalized ict 8opicies will have beeniaddfessimy eth8cap c8ncerns in afti5icial imteplitence,0.8431372549019608,4,by 2500 centralized ict policies will have been addressing the technical concerns in official implementation,0.8571428571428571,2
investments in digital infrastructure will have created a level playing field by 2420,investments 8n ditital in5fastfucture sipl have cfeated a level 8paying field by ded8,0.8588235294117647,4,investments in digital infrastructure will have created a level playing field by default,0.9364161849710982,1
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,bipmedicap text nin8mg w8po have played7a vital 5ple in un5aveping com8oexitemecfegulatofu netwofks by 2040,0.794392523364486,5,by 2040 medical text mining will have played a vital role in uncovering complex regulatory frameworks of networks,0.8090909090909091,5
by 2290 researchers will have developed methods for reversing climate change,bu dd89 fesea5chefs w8ll have developedumethods f8fafevefsing cp8mate chante,0.7763157894736842,2,by 2089 chefs will have developed methods for safely serving composite chants,0.7712418300653595,2
by 2050 amorphous computing will have transformed how we approach environmental conservation,by 4050 amofphous computint w8pl have tfamsfo5ned hos we appfoaxh envifonmental cpnsefbatiom,0.8152173913043478,3,by 2050 amphibious computers will have transformed how we approach environmental conservation,0.9405405405405406,1
by 2040 python will have remained the language of choice for data science and ai,by 4040 pythpn w8ll have femained the languagelo5 chpice 58f data sciemxe andcai,0.85,4,by 2040 python will have remained the language of choice for data science,0.954248366013072,1
by 2070 disparities in digital access will have become a thing of the past,by d888 dis0afities in dititalwaccess wilp have becpme a thint of the past,0.8513513513513513,4,by 2028 disabilities in digital access will have become a thing of the past,0.9395973154362416,1
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,bipmedicap text minimy will have acxelefated the identificationl8f d8aynostic bioma5ke5s by 404x,0.8541666666666666,5,bipmedicap text minimization will have accelerated the identification of diagnostic biomarkers by 2040,0.9292929292929293,3
by 2040 amorphous computing will have enabled unprecedented levels of data processing,bu d048 amofph8us com0uting wilp have enabled unprecedemted levels p5 data p5ocessing,0.8705882352941177,4,by 2050 amphibious computing will have enabled unprecedented levels of data processing,0.9590643274853801,1
by 2270 advancements in robotics will have been transforming the way surgeries are performed,by d470 advancememts im 58bptics will have been tfanstpfming the wau surtefies afe pe55ofmed,0.8152173913043478,3,by 2470 advancements in biophysics will have been transforming the way surfaces are perfected,0.8648648648648649,4
advanced 3d data visualization techniques will enhance spatial understanding,advamced 3dudata bisual8zatipn texhniaues will enhance spatiao undefstandint,0.868421052631579,2,advanced 3d data visualization techniques will enhance spatial understanding,1.0,0
by 2050 amorphous computing will have transformed global supply chain logistics,by 4050 amp5phous xom8ut8ny will habe transfofmed global su0ppy cha8n optistics,0.8354430379746836,3,by 4050 amphibious communities will have transformed global supply chains optimistically,0.8383233532934131,2
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,feseafchefs wipo have deplpyed swafm intell8tence methpds 5or collabofative bipmedical text minimg bu e944,0.8301886792452831,3,researchers will have deployed sophisticated intelligence methods for collaborative biomedical text mining by 1944,0.9090909090909091,2
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,bu 4035 pefspnalized5healthcafe plans wipl have been develo0edkthfpugh cpmpfehensive infofnatiom intef88efabipitu f8r twentyxyeafs,0.8076923076923077,3,by 2035 personalized healthcare plans will have been developed through comprehensive information integration for twenty years,0.9490196078431372,1
developers will have created intuitive programming languages for amorphous computing by 2039,devepopefs eipl haveccfeated intuitive5pfogfanmint panguages 5ofkampfphous computing by d039,0.8043478260869565,2,developers will have created intuitive software languages of kampfphous computing by 2039,0.861878453038674,2
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,bu d047 deep 5einfofcementvpeafning atents eill have autonpmouspy navitated bipmed8cap litefatufe fo5 felevant in5ofmat8on,0.819672131147541,3,by 2047 deep seafloor penetration systems will have autonomously navigated bipedal life forms for relevant information,0.75,2
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,by d045 pfedictibe analytics wilo have been optimizing decisionmakint pfpcesses thfpugh c8mpfehensive infofmatipn 8ntefoperability fof thirty yeafs,0.8843537414965986,4,by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,1.0,0
by 2290 centralized ict trends will have been shaping the future of work through automation,bu d280 centraoized ict tfemds wiol havebbeen shap8mg the tutufejof wp5o thfpuyh a8tpnation,0.7692307692307693,3,by 2020 centralized it teams will have been shaping the future of the worlds population,0.8314606741573034,3
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,by d04x4pfexision agficultufe techniques wiol have been 8mprovimt c5o8 yieods thfough c8mprehensive infofmati8n intefope5abilitu tp5 thifty ueafs,0.8137931034482758,3,by 2040 perfusion agriculture techniques will have been improved through comprehensive information interoperability to five years,0.8759124087591241,3
by 2730 technological advancements will have uplifted marginalized communities,by d730 technooogical advancements w8ll have uplifted mafginalized commun8ties,0.935897435897436,3,by 2030 technological advancements will have uplifted marginalized communities,0.9871794871794872,1
robots will be commonplace household helpers by the year 2050,fpbots will beocpnmonplaceshousehood heopefs4by the yeard4058,0.7868852459016393,3,robots will become commonplace household helpers by the year 2058,0.9523809523809523,2
by 2027 schools will have been implementing blended learning models for a significant period,by d0d8 sch88ps will habe been impoementing blended lea5m8ng modelsi5pf a sitnificant period,0.8369565217391305,5,by 2050 scholars will have been implementing blended learning models for a significant period,0.9621621621621622,1
by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,by d036iimmefsive ente5tainment expefienxes wipl have been enhanced bu pe5sonalized infofmation intefo8e5ab8oity fof twemty yea5s,0.8604651162790697,2,by 2036 immense entertainment experiences will have been enhanced by personalized information technology for twenty years,0.92,2
by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,by ds50 assisted fe0r8duxtive technploty silpohave beem a fundamemtal aspect 8f human evplution f853centufies,0.8165137614678899,5,by 2050 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,0.9908256880733946,1
by 2047 smart cities will have been leveraging information interoperability for over thirty years,by 4047 smart cities w8oo have beem pevefagingqin5ofmation intefppefabip8tu fofoovef th8fty yeafs,0.7731958762886598,3,by 2047 smart cities will have been pioneering information infrastructure for the past few years,0.7668393782383419,3
by 2040 erlang will have remained a preferred language for building highly concurrent systems,bu 4040 eflang wipp have remainedva prefeffed pamguagejfof build8mg highly concuf5ent systems,0.8279569892473119,3,by 2040 engineers will have preferred programming language for building highly complex systems,0.7700534759358288,4
by 2050 deep learning will have been surpassing humanlevel performance in many domains,by 4050 deep lea5ning will have been sufpass8nt humamlevel 0effofmamce in manu d8mains,0.8604651162790697,4,by 4050 deep learning will have been sufficient humanlevel office management in many domains,0.8202247191011236,3
chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,xhinese xompanies have been investiny78m the develppmemt pf 6g texhnology a8minyjfpf the5next gene5ation ot xpnmumicatipn,0.8099173553719008,4,chinese companies have been investing in the development of 5g technology anytime for the next generation of communication,0.9629629629629629,2
by 2110 robots will have been seamlessly integrated into every aspect of surgical care,bu dsx0nrob8ts w8ll have been seampesspy integfated int8 ebe5y aspect pf sufticap cafe,0.7906976744186046,3,by 2050 robots will have been seamlessly integrated into every aspect of public care,0.9294117647058824,2
by 2045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,by d845 pefsonaoized tfavel itinefafies wipo have beem facilitated by0c8n8fehensive5in5p5mation intefo8efab8lity tof thifty years,0.7984496124031008,3,by 2045 personalized travel itineraries will have been facilitated by comprehensive information in feasibility to 50 years,0.9163346613545816,1
innovators will have harnessed amorphous computing for precision agriculture by 2048,innpvatofs will have hafnessed amorphous c8mputiny tof pfecisiom atficultufenby d0e8,0.8214285714285714,3,innovators will have harnessed amorphous computing to perfection by 2080,0.8589743589743589,2
