True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,by 3480 genetic engineefs will have cfeatedgofganisms capable of surviving in space without life suppoft,0.9423076923076924,4,by 2480 genetic engineers will have created organisms capable of surviving in space without life support,1.0,0
by 2510 the local government will have been investing in green infrastructure for generations,by 3510 thejloxal govefnment will have been investing in greenvinffast4uctufe fofngene4ations,0.8817204301075269,2,by 2510 the local government will have been investing in green infrastructure for generations,1.0,0
fully automated factories will have become the standard by 2040,fullynautomated factoriesuwill have bexome the standard by 3040,0.9365079365079364,3,fully automated factories will have become the standard by 2040,1.0,0
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,researchers will have unlocked newminsights into cognitive computingawith amo4phous computing by 2049,0.9702970297029704,2,researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,1.0,0
by 2210 education will have been a seamless blend of physical and virtual realities,by 3210 education will have been a seamless blend of physical and viftual fealities,0.963855421686747,2,by 3210 education will have been a seamless blend of physical and virtual realities,0.9879518072289156,1
companies will have adopted amorphous computing solutions across industries by 2032,xompaniescwill have adopted amorphous computing solutions5acfoss indust4ies by 2032,0.9397590361445785,2,companies will have adopted amorphous computing solutions across industries by 2032,1.0,0
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 3035 the1healthcafe industfy will have been leveraging inte4operable information fof overlthfee decades,0.9150943396226416,3,by 3035 the healthcare industry will have been leveraging interoperable information for decades,0.9253731343283582,2
by 2650 digital literacy will have become universal bridging the digital gap,by 2650 digital litefaxyxwill have become univefsal bfidging theceigital gap,0.9078947368421052,2,by 2650 digital literacy will have become universal bridging the digital gap,1.0,0
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 3048 sma4t gfid technologies will have been optimizing enefgy0distribution thfough datadriven information inte4ope4ability fof thirty6years,0.9295774647887324,3,by 3048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,0.9929577464788732,1
communities will have embraced digital technology as a catalyst for progress by 2470,communities will have embraxed digital technology0as a catalyst fo4 p4ogressxby72470,0.9285714285714286,3,communities will have embraced digital technology as a catalyst for progress,0.95,1
by 2040 elm will have become a mainstream choice for building frontend web applications,bya2040 elm willwhave become a mainstfeam xhoiceqfof building frontend web applications,0.9310344827586208,3,by 2040 elm will have become a mainstream choice for building frontend web applications,1.0,0
