True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,b8 z48a geaetia emgiae6ra wikpzhave createe 85ganiama aapaml6 i5 q85viving iaxqpaxe titjkut qpfe q8p8i5t,0.625,1,by 2480 genetic engineers will have created organisms capable of surviving in space without life support,1.0,0
by 2510 the local government will have been investing in green infrastructure for generations,by 5559 thehppaamzgpvetnn6nt wiql jav6 veen pnv6qtpng in green infraat5uatu5evtkt g5n65atipnq,0.6344086021505376,2,by 2510 the local government will have been investing in green infrastructure for generations,1.0,0
fully automated factories will have become the standard by 2040,5ukky aut8matee 5aat85ieq wikp hav5 bea8a6 the qtamea5d vu sa4c,0.5873015873015873,2,skilled automation systems will have been the ultimate view of space,0.5038167938931297,3
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,5eqea5aherq wpkp jave umloxked net inqightazimto a8gaitive cpmputing wpthkanotpj8ua zkaputpaggb8 5948,0.594059405940594,1,five thousand engineers will have worked on integrating active computing with quantum algorithms,0.5583756345177665,3
by 2210 education will have been a seamless blend of physical and virtual realities,bu 24aa exucatikn wikp have beem a a5amkeqs bpene p59pj8apxal ameavi5tual reakitiea,0.6506024096385542,3,by 2024 experts will have been a major key to preventing pollution in the environment,0.4642857142857143,2
companies will have adopted amorphous computing solutions across industries by 2032,ckmpaapeq epqo jave aepptee ano5phoua computing4q8outpomq acroaa ineuatrieq b8 2835,0.6506024096385542,1,cheap equipment has a profound impact on computing outcomes across the globe,0.4276729559748428,3
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,b8 z84t tje heaptjca5e pnxust5u wiml hav5fbeen q5ve5agpng pnteroqerabke in5p5mation35it pvet th5ee eezaeeq,0.660377358490566,1,by 2480 the heat capacity of the plasma will have been increasing in information technology projects for the three years,0.6194690265486725,6
by 2650 digital literacy will have become universal bridging the digital gap,v6 q65a eigital0kpte5ax6 wpmq have bexim6 univ65qakgatiegiag the dpgitap gaq,0.6052631578947368,3,virtual hackers will have been using the digital platform,0.6165413533834586,3
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,b6 z848 smartcgtie t5ajnpkogiea eipm jave beea pptimizing 5m55g6 epat5ivution thtp8gh eatad5ivea in5ormatppm int5tpq6rabpkit6 5kt tjprt6 u6ats,0.6056338028169014,1,by 2048 smart cities will have been optimizing 5 megabytes of interactive information through adaptive in5rastructure,0.6332046332046332,3
communities will have embraced digital technology as a catalyst for progress by 2470,cpnmunptiea wppk hav6 emm5aced eigitap tecjaokog6 aq abxatak8at 5pr p5og5eqa a6 z48c,0.6071428571428571,1,computer programmers have created eight gigabit technology and a quantum processor,0.5542168674698795,4
by 2040 elm will have become a mainstream choice for building frontend web applications,by s968 5kaawpop have b6z8ne a mainat5eam ahkice fot buiqeing t5omtend wem a8pkizations,0.6666666666666666,3,by 1968 scientists have been able to form a major hike for buying tremendous wealth and applications,0.5775401069518716,4
by 2050 artificial intelligence will have been continuously evolving for several decades,b6 5958 a5tificiak inteoligenxe tikl hav6 b5en aontinuo8ak6 evppvpng 5ot qev5rak eecaees,0.6931818181818182,1,by 2580 artificial intelligence will have been continuous evolving without any setbacks,0.8342857142857143,3
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,a6 s848 amkrphpuq apmputimg wikk jav5 5azikitat5e ar5akthrougha pn n5u5iteahnkkog6,0.6341463414634146,1,artificial machines will have accessed various breakthroughs in artificial intelligence platforms,0.48044692737430167,3
by 2130 aipowered education systems will have been tailored to each students learning style,b6 2s38 aipowet5x 6euxatpon a6stenq wpkk jave veen taipo5ex t8ceach atueentq pea5npng qt6ke,0.6373626373626373,1,by 2038 artificial intelligence will have enabled experts to work with each other to achieve greater success in painting quiet landscapes,0.43859649122807015,4
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,5ea6a5xhe5q wipo have empki65e xontinuak learning t5cjmiqueq ti aeapt bioa6xicak tezt miniag a8d5la6ov5r time b6 2c43,0.7008547008547008,4,five experts will have empowered continuous learning to affect biological teachers making adjustments over time by 2023,0.6949152542372882,5
by 2950 every individual will have equal opportunities in the digital realm,b6 z85cueve5u pnepvpxuap wipq hav5 equal pppp5tunptiea pn th6 epgital realm,0.6666666666666666,2,by 2580 new pioneers will have had equal participation in the digital realm,0.72,3
quantum computing will have decrypted complex codes by 2040,quantua cimputing3wipp jave eexr6pt5e cpm8kez aoeea v6q4948,0.559322033898305,1,quantum computing has been achieved completely capable of operating complex systems,0.5070422535211268,2
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,a6 4449 tmkatiag cities wipp utpli8e pnn8vatpve timtratikn a6atemq ti auatain cqeanywat6r a88plpes,0.6530612244897959,2,at 2024 major cities will put in place preventive measures to maintain cleaner air and 88 places,0.5463917525773195,3
by 2220 ai will have been deeply integrated into the fabric of education,bu qzq8 ap wikm jave been d65pp6 integrated pnto9the tamtixso5 eeuxatipn,0.6666666666666666,3,by 2450 a team of engineers has been integrated into the development process,0.5405405405405406,3
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,b6 qc5a 3e p5inting teahmolpg8 wppm hav5 aevaacee t8 th5 qkpnt 85 8rinting 5upl6 5unctiinak h8man i5ganq,0.625,1,by 2010 a team will have been printing the algorithm for a quantum computer,0.33519553072625696,3
efforts to close the digital gap will have borne fruit by 2060,et5p5tq tk xkoa6dthe digptao gap wpmk hav5 bp5ne 558pt b6 q868,0.5483870967741935,2,they will take control of the digging gap when he has been paid 868,0.49612403100775193,3
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,v6 594t ama5t traf5iz management qustenq wiklwhave be6n kptiniapng 85ban mpaippt8 th58ugh iateta8nnext6x in5o5matipm a6qteaq 5ot thi5tu y6atq,0.624113475177305,2,by 1954 traffic management questions will have been keeping 85 billion people through intelligent in5formation about the system,0.6492537313432836,4
access to digital resources will have become a cornerstone of development by 2760,aaaeaa to7eigital 5eqputcea wipo jave veapne a akrne5qtonemof e6vemppment b6 58t8,0.6172839506172839,2,artificial intelligence will have improved the working environment for a large number of employees by 2025,0.42780748663101603,5
engineers will have integrated amorphous computing into urban planning systems by 2046,engpneerq wiqk have iateg5at6e aap5pjous c8mputiag intp u5baa planaimg q6at5aq vy q84u,0.6744186046511628,2,engineers will have created a powerful computing system into a planning queue,0.7116564417177914,4
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,b6 pc45 kniwpedge dpqtimlatp8m texhaiquea9wiqk jave aomp5esaed zompkea mod5qq f8t e5fpciemt bipmedizal t6at minimg,0.6754385964912281,1,by 4500 knowledge databases will have predicted the existence of a new species with a unique genome,0.4507042253521127,3
biomedical text mining will have played a crucial role in personalized medicine by 2030,biomedical t5xt npning wipp hav6 pkauex a crucialvrome ingqe5ainaqi8ee neepaine vu zc38,0.6781609195402298,2,biomedical text printing will have paved a crucial gain in vaccine development,0.6909090909090909,4
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,bu62s88 hunanq tiqm hav5 mptigated qom6 o5 the megatpv60ia8aatq ofpevpp8tioma5u niamatahea,0.6,2,by 2020 humans will have mitigated some of the megapollution of the environment,0.7218934911242604,3
by 2130 deep learning will have been enhancing global communication networks,m6 s538 eeep kea5npmg wiqq have m55n enjanaing gmkbaq c8nauniaation netwotka,0.6578947368421053,2,me 2538 see no need for questioning whether management can operate networks,0.4768211920529801,1
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,b6 458azzentrapia6d pxt3qpoicpea wipk have b6enaaddreqaiag 6thiaak aonaerna ia a5ti5pciao pntelqigence,0.6372549019607843,2,by 1458 artificial intelligence will have been added to a humanoid robot with advanced psychic intelligence,0.2679425837320574,2
investments in digital infrastructure will have created a level playing field by 2420,inveqtmemts in eigital in55aatruxtute wiop jav6 c5eatedma mevem ppauing 5iepe0m6 5658,0.6705882352941176,2,investments in digital infrastructure will have created a major impact,0.7870967741935484,1
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,miomediaamitect ainimg wiokxjav6 pka6ee a vitap rope in un5av6king apmqpex gen5 5eguqati5u netw8rkq b6 5848,0.6728971962616822,3,media architects will have made a vital rope in unveiling a new generation network by 5848,0.700507614213198,5
by 2290 researchers will have developed methods for reversing climate change,vu 2q89 5eqeatcj55q eiop have devep8ped m6thkdq 58t r6v65aing zppmate change,0.618421052631579,2,by 2895 engineers have developed methods to react to changing weather conditions,0.6153846153846154,2
by 2050 amorphous computing will have transformed how we approach environmental conservation,my qc5c aao5phouq c8mputpng wppm jave transfi5aee h8wrwe app5oaxhd5nvirinm5mtam coase5vatp8n,0.6630434782608695,1,my computer will have transferred hundreds of applications coexisting within,0.4880952380952381,2
by 2040 python will have remained the language of choice for data science and ai,b6 s86c p6thon timk hav6 remainee th5 manguage k5 ah8pce 5p5 eata axi5nce ane ai,0.675,1,by 2500 python time has remained the main language capable of executing any algorithm,0.6424242424242425,5
by 2070 disparities in digital access will have become a thing of the past,vu 4a88feiaparitp6s in eigital accesa wplp have beaomega tjing o5 the qaqt,0.7162162162162162,4,by 2020 investors in digital access will have been achieving tremendous things on the quantum frontier,0.6818181818181818,3
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,mpimeeiaamkt5at minimg tpop havezaxaeo5ratex the identi5izatikn of eiagakatix mipmarke5q0by 2845,0.6458333333333334,3,medical teams must have identified the individual marking the location by 2845,0.4367816091954023,4
by 2040 amorphous computing will have enabled unprecedented levels of data processing,a6 pa49 amitphp8a xpnputpng wikl jave 6navked uaq5eaedemtee qeveqa pf eata p5ox6sqing,0.6,1,by 1949 anthropologists will have excavated unique weapons in various locations,0.4634146341463415,2
