True Sentence,Predicted Sentence,Accuracy,Wrong syllables
microbial communities in the human gut influence metabolism and overall health,microbialcommunitiesinthehumangutinfluencemetabolismandoverallhealth,1.0,0
she had admired the moons tranquility during her evening walks,shehadadmiredthemoonstranquilityduringhereveningwalks,1.0,0
the use of blockchain technology has facilitated transparent and decentralized renewable energy transactions,theuseofblockchaintechnologyhasfacilitatedtransparentanddecentralizedrenewableenergytransactions,1.0,0
in the future smart assistants will help users with virtual event hosting and planning,inthefuturesmargassisgantswillhelpuserswithvirgualeventhostingandplanning,0.9651162790697675,3
he had already cleared the cache before browsing online,hehadalreadyclearedthecachebeforebrowsingonline,1.0,0
public awareness about the significance of algae is growing thanks to the work of phycologists,publicawarenessaboutthesignificanceofalgaeisgrowingthankstotheworkofphycologists,1.0,0
future bangladeshis honor their courage,futurebangladeshishonortheircourage,1.0,0
by the time they finished their dinner the moon had risen above the horizon,bythetimetheyfinishedtheirdinnerthemoonhadrisenaboveghehorizon,0.9866666666666667,1
white hat hackers are participating in cybersecurity workshops for continuous learning,whitehathackersareparticipatingincybersecurityworkshopsforcomtinuouslearning,0.9883720930232558,1
the shuttlecock ricocheted off the racket and landed just inside the line,theshuttlecockricochetedofftheracketandlandedjustinsidetheline,1.0,0
dna authentication will revolutionize personalized security,dnaauthenticationwillrevolutionizepersonalizedsecurigy,0.9830508474576272,1
the team will have been refining development processes for a while,theteamwillhavebeenrefiningdevelopmentprocessesforawhile,1.0,0
he earned a certification in computer programming,heearnedacertificationincomputerprogramming,1.0,0
the judiciary explores alternative dispute resolution methods for corruption cases,thejudiciaryexploresalternativedisputeresolutionmethodsforcorruptioncases,1.0,0
organizations have been working to ensure womens access to clean water and sanitation,organizationshavebeenworkingtoensurewomensaccesstocleanwaterandsamitation,0.9882352941176471,1
white hat hackers are participating in cybersecurity bootcamps for skill development,whitehathackersareparticipatingincybersecurityboogcampsforskilldevelopment,0.9880952380952381,1
researchers are exploring the microbiotas influence on mental health,researchersareexploringthemicrobiogasinfluenceonmentalhealth,0.9852941176470589,1
leaders have been participating in peacebuilding initiatives to address the impact of climate change on vulnerable communities,leadershavebeenparticipatinginpeacebuildinginitiativestoaddresstheimpactofclimatechangeonvulnerablecommunities,1.0,0
they aspire to redefine industry standards,theyaspiretoredefineindustrystandards,1.0,0
they will have conducted market research to identify new trends and opportunities,theywillhaveconductedmarkegresearchtoidentifynewtrendsandopportunities,0.9876543209876543,1
we attended a music festival and danced all night,weattemdedamusicfestivalanddancedallnight,0.9795918367346939,1
technology will have become a tool for socioeconomic empowerment by 2800,technologywillhavebecomeatoolforsocioeconomicempowermentby2800,1.0,0
the students conducted fieldwork to collect data,thestudentsconductedfieldworktocollectdata,1.0,0
the selfhelp guide offers practical advice for navigating lifes challenges,theselfhelpguideofferspracticaladvicefornavigatinglifeschallenges,1.0,0
in a few days shell be checking for pests and diseases,inafewdaysshellbecheckingforpestsanddiseases,1.0,0
aidriven speech recognition technology will have been improving communication accessibility,aidrivenspeechrecognitiontechnologywillhavebeenimprovingcommunicationaccessibility,1.0,0
decentralized ict approaches will have been promoting transparency in governance structures,decentralizedictapproacheswillhavebeenpromotingtransparencyingovernancestructures,1.0,0
the team won the soccer tournament and celebrated their victory,theteamwonthesoccertournamentandcelebratedtheirvictory,1.0,0
sustainable technology will have mitigated the effects of climate change by 2045,sustaimabletechnologywillhavemitigatedtheeffectsofclimatechangeby2045,0.9875,1
diplomats have been working to build alliances that contribute to global stability,diplomatshavebeenworkingtobuildalliamcesthatcontributetoglobalstability,0.9878048780487805,1
