True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,my 2c80 gehe5ic engibder5 wi1k hsve crsaqes prqanismzocapavxe of6surviving in space with8ut life sjppoqt,0.7692307692307693,3,my 2480 genetic engineers will have created organisms capable of surviving in space without life support,0.9903846153846154,1
by 2510 the local government will have been investing in green infrastructure for generations,by 251a the lo8ab gpvernmebt qi1c hqvw hten inawsting iv g1een infr1s5rjcqure f8r heneratkons,0.7526881720430108,2,by 2510 the local government will have been investing in green infrastructure for generations,1.0,0
fully automated factories will have become the standard by 2040,fu1lg autjm1red facqor8ws w8ll havz beco0z rhw sqabdqrs by 2050,0.6984126984126984,2,fullgrown armored forces will have been since the squares by 2050,0.703125,4
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,rwswarcheqq wilb hxve uboocked new inzihqus intifcogm88i7e computing with aqo8ohous compuqivgzv6 1049,0.7425742574257426,3,robots will have unlocked new insights into cognitive computing with a quantum computing system,0.8061224489795918,3
by 2210 education will have been a seamless blend of physical and virtual realities,8g 2280 eduwat8ob whlc have been a sw8qsess b2end uf physical amd viru6al 9eak8t8es,0.7590361445783133,3,by 2280 educational workers will have been assessing both physical and virtual security measures,0.7262569832402235,3
companies will have adopted amorphous computing solutions across industries by 2032,cpmpan8es eild havx2awoptwd amo8pho8s cllpuring5skbutiins scrpss 7ndustriws b5 2038,0.6746987951807228,1,companies will have adopted amphiphilic molecules coupling surface butylinins scrapers and dustriws by 2030,0.7263157894736842,2
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,mu 2b45 theqheacthcare incubtry ehml hav9 bezq k1vz1vvi8g interooe8ab0e info1qatiow for l911 bqree cecadww,0.6698113207547169,2,by 2450 the healthcare industry has been keeping information for all nine years,0.7243243243243244,4
by 2650 digital literacy will have become universal bridging the digital gap,by 2650 digival wirerady w8l0 have becomw universaw bridging rge cigita0 gsp,0.8289473684210527,3,by 2650 digital wireless will have become universal bridging the great divide,0.8104575163398693,2
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,b8 2048 s7art grid r5chnologies wizl have befn wptimkzh8h emergy cist8ibbci8n tkr8hhh datadr9bwn hb98rosthon 8nter8heravicity fdr rhirty 6ears,0.7253521126760564,4,by 2048 smart grid technologies will have been promising energy conservation for thirty hours,0.7148936170212766,3
communities will have embraced digital technology as a catalyst for progress by 2470,eomeuhities w9o9 ha6y emqracwc sigitsl texhvwoohn as a cxvax9st fwr wrxgress vy 2470,0.6785714285714286,2,economy will have achieved significant technological advancements as a crossroads for progress by 2470,0.6774193548387096,3
by 2040 elm will have become a mainstream choice for building frontend web applications,by 20z0 epm wi84 hah5 bscoaw a nainzjream choice for buildwng drpn6end web applicatiohs,0.8045977011494253,4,by 2000 emp will have a huge business advantage for building dragonend web applications,0.7471264367816092,4
by 2050 artificial intelligence will have been continuously evolving for several decades,og 20595artiriciak iqte3pigznce 3ilx hace byen dont9nuously ev01vimg zor severaw dwcades,0.75,1,our expertise will be crucial in deciding by not unnecessarily evolving severe laws for decades,0.46994535519125685,4
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,hy 2p49 ab2rphous zoqqutgnh zoll havz facimi8ated breskrqroughs in beu8otechnwwogy,0.7439024390243902,2,by 2p49 abstract beings have facilitated breakthroughs in biotechnology,0.7712418300653595,2
by 2130 aipowered education systems will have been tailored to each students learning style,byj21w9 a8wowerec educauiwn sysrems wi8b have bernitail0red to wach srudebuc lr81bimgiqtyle,0.7252747252747253,3,by 2180 a better education system will have been integrated to watch crude behavior,0.7126436781609196,4
