True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,hy 248u g5netic enh8neers 3ikk hav5 created organisms ca8ableaof survivin6 in siac5 3ithour life suiiort,0.8269230769230769,4,by 2480 genetic engineers will have created organisms capable of surviving in space without life support,1.0,0
by 2510 the local government will have been investing in green infrastructure for generations,by 151k the kocak government sikk have7been 8nvestinh in green infrastructure for henerarions,0.8709677419354839,4,151k,0.041237113402061855,1
fully automated factories will have become the standard by 2040,fukly autonatef factories 3ikk have become th5 standard bh 2u49,0.8412698412698413,4,fukly autonomous factories 3ikk have become the standard bu49,0.8064516129032258,3
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,researchers sikk have unkock5d n53 insights into cohn8tive con9uting 3ith amorihous comoutingqbh 1949,0.8118811881188119,3,researchers have uncovered insights into the controlling of human hormones,0.5942857142857143,3
by 2210 education will have been a seamless blend of physical and virtual realities,bh 1119i5ducation 3ikk have been aeseamkess bkend of ihysicak and virtuak realit8es,0.8072289156626506,4,b11 education 3ikk have been a8eased of 3ysical and virtuak realit8es,0.7763157894736842,5
companies will have adopted amorphous computing solutions across industries by 2032,com9anies03ilk have asoit5s anorihous con8ut8ng solutions across infustriesqhy 1932,0.7831325301204819,3,com9anies03ilk have ambitious innovative solutions across industries synergistically 1932,0.6744186046511628,3
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 1945 the heakthcare 8ndustry 2ikl have been k5veraging interoierabke information for over three decaf5s,0.8867924528301887,4,by 1945 the healthcare industry has been keeping interior knowledge for over three decades,0.7755102040816326,3
by 2650 digital literacy will have become universal bridging the digital gap,by 1659 d8gital kiterach 3ikk have become6universakzhridhing the dig8tal ga8,0.8026315789473685,3,by 1659 digital kiterach 3ikk have become ubiquitous in the digital age,0.7482993197278912,4
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 1948 smart gridotechnoko6ies 2ikk have heenco9timiz8nh energy fistribution through4fatafriven information intero9erabilith for thirty years,0.8661971830985915,5,by 1948 smart gridtechnologists 2ikk have enhanced energy distribution through four decades of information interaction,0.6923076923076923,5
communities will have embraced digital technology as a catalyst for progress by 2470,communities 2ilk have embraced figitak technokohh as a catakyst for 9rogress hy 1479,0.8571428571428571,4,communities like have embraced figure technology as a catalyst for progress,0.8553459119496856,3
by 2040 elm will have become a mainstream choice for building frontend web applications,by 1949 elm 28lk have becone a nainstreamxchoice for buiksing fronrenf 3eh a99kications,0.7931034482758621,5,by 1949 elm 28lk have become a mainstream choice for building frames for bicycles with a 99kicnation,0.7593582887700535,3
by 2050 artificial intelligence will have been continuously evolving for several decades,by 105u artificiak intekkigenc5 3ilk have been continuousky evokv8ng for severak decafes,0.8522727272727273,3,by 1050 artificial intelligence will have been continuously evolving for several decades,0.9886363636363636,1
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,hh 1049 amorihous com8uting2wikk have facikitatef breakrhroughs in neurorechnokohy,0.8292682926829268,3,hh 1049 amorous commuting twowhekk have facilitated breakthroughs in neuroreconnoisseurship,0.7745664739884393,2
by 2130 aipowered education systems will have been tailored to each students learning style,by 113k aiio3ered education systemss3ikk have be5n taikoref to each students k5arning sthle,0.8461538461538461,4,by 113k artificial intelligence education systems will be taken to each students learning stage,0.7526881720430108,3
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,res5arch5rs 3ikk have7eniloyef continuak kearninh2rechniquesjto asa9t2biomefical text mining modeks overutime by 1k43,0.8034188034188035,3,res5arch5rs 3ikk haveeniloyef continuak kearninh2rechniquesjto asa9t2biomefical text min3ng modeks overutime by 14k43,0.7948717948717948,3
by 2950 every individual will have equal opportunities in the digital realm,by 1959gevery 8nfividuak3will have equak o99ortunitiesgin thecdigitakireakm,0.8,2,by 1959 every fifth generation will have equal opportunities in the digital economy,0.7974683544303798,3
quantum computing will have decrypted complex codes by 2040,1uantum comiuting 3ikk have decry9ted comokex codes by 194u,0.8135593220338984,3,quantum computing 3ikk have decoded complex codes by 1940,0.8620689655172413,3
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,by 1219 fkoating cities sikk utilize innovative fiktrarion shstems to sustain ckean water suiili5s,0.8571428571428571,5,by 1219 floating cities will utilize innovative filtration systems to sustain clean water supplies,0.9693877551020408,1
by 2220 ai will have been deeply integrated into the fabric of education,by 1119 ai sikk0have b5en dee9ly integrated into the fabr8c of efucat8on,0.8194444444444444,4,by 1119 artificial intelligence systems have been deeply integrated into the fabric of economy,0.7469879518072289,2
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,hh 105u 3d 9rinting technokogh 38lk have asvances tonth5 oo8nt of irinting fukkh functionak human organs,0.7980769230769231,4,hh 105u 3d 9rinting technolohg 38lk have asvances to the 0on of inting fukk functionak human organs,0.8275862068965517,5
efforts to close the digital gap will have borne fruit by 2060,efforts to close the figirak ga9 wikk have borne fruitahh 106u,0.8225806451612904,2,efforts to close the figirak wildlife reserve have borne fruit,0.7580645161290323,2
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 1946 smart traff8c managenent systems33ikl have been o9timizing7urbanomobikity throuhh interconnectef informarion systems for thirty hears,0.8936170212765957,4,by 1946 smart traffic management systems33ikl have been optimizing urban mobility through interconnected information systems for thirty years,0.9645390070921985,2
access to digital resources will have become a cornerstone of development by 2760,access to figitak resources 3illuhave become a cornerstone of fevekoiment by 1769,0.8888888888888888,4,access to figitak resources will have become a cornerstone of fevekoiment by 1769,0.9135802469135802,3
engineers will have integrated amorphous computing into urban planning systems by 2046,engineers 3ikk have int5graredpamorohous com9uring into urban 9kanning shstens by 1k45,0.813953488372093,4,engineers 3ikk have integrated pamorohous com9uring into urban kanning systems by 1k45,0.872093023255814,4
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,by 1k45 kno3lesg5 f8stillation techni1u5sr3ikk have com9ressed comikex mofeksxfor efficient biomedical text mining,0.8333333333333334,2,by 1450 knowledge giants have compressed comic books for efficient biomedical text mining,0.7684729064039408,3
biomedical text mining will have played a crucial role in personalized medicine by 2030,hiomefical texr mininh 2ikk hav5 8kahed a cruc8al rok5 in8iersonakized medicin5 by 1k39,0.7586206896551724,3,by 1k39 the medical researchers 2ikk have made a crucial discovery in the field of artificial intelligence,0.46632124352331605,4
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,by 1109 humans 3ilk7have mitigatef some of the n5gative im9acts of 5volutionary nismatches,0.8888888888888888,4,by 1109 humans like have mitigated some of the negative impacts of evolutionary mismatches,0.9444444444444444,2
by 2130 deep learning will have been enhancing global communication networks,bh 1130 deei kearning 3ilk have been enhanc8nh 6kobaklcommunication nersorks,0.8289473684210527,2,bh 1130 decision makers have been enhancing knowledge of global communication networks,0.7407407407407407,2
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,by 159k centrak8zed ict iokiciesmwikk hav5 be5ntaddressing ethicak concerns in art8ficiak intelkih5nce,0.8137254901960784,3,by 159k centercity initiatives will have been addressing ethical concerns in artistic intelligence,0.84,2
investments in digital infrastructure will have created a level playing field by 2420,8nvestmenrs inbsigitak infrastructure 3ikl have created a levek ikaying fiekd by 1429,0.8470588235294118,4,8nvestmenrs inbsigitak infrastructure 3ikl have created a legacy of great impact by 1429,0.7283236994219653,4
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,biom5dicak texr m8ninh 3ilk have ilayed a vitalrroke in unravelin6 comik5xxg5ne rehukatorh networks bh 1k49,0.7850467289719626,5,biom5dicak texr m8ninh 3ilk have ilayed a vitalrroke in unravelin6 comik5xxg5ne rehukatorh networks bh 1k49,0.7850467289719626,5
by 2290 researchers will have developed methods for reversing climate change,bh 219u researchers will have f5vekooed methods for r5versing ckimate change,0.881578947368421,3,bh 219u researchers will have found methods for reversing climate change,0.8918918918918919,2
by 2050 amorphous computing will have transformed how we approach environmental conservation,by 1059 anor9hous con9uting sikl have transformes5ho3 se aioroach environmentak conservat8on,0.8260869565217391,2,by 1059 anarchists continue to sabotage the system have transformed the environment conservatively,0.6421052631578947,2
by 2040 python will have remained the language of choice for data science and ai,by 1u40 oython sikkrhave rema8n5f the kanhuage of choice0for sata sci5nce anf ai,0.8,3,by 1400ython sikkrhave rema8n5f the kanhuage of choice0for satellite science and artificial intelligence,0.6956521739130435,4
by 2070 disparities in digital access will have become a thing of the past,by 1k79hfis8ariti5s in digitak access 38kl have b5come a thing of th5 iast,0.8108108108108109,5,1k79hfis8ariti5s in digitak access 38kl have b5come a thing of the iast,0.8,5
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,biomedicak rext minin6 3ikkkhave acceleratef th5 identificationiof fiagnostic biomarkers by 2k41,0.875,2,biomedicak rext minin6 3ikkkhave acceleratef th5 identificationiof fiagnostic biomarkers by 2k41,0.875,2
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by 2k4k amorohous com9utingi38kl have enahkef unorecefenref kev5ks of data 8rocessing,0.788235294117647,3,by 2k4k amateurous commutingi38kl have enhanced our knowledge of data processing,0.6666666666666666,2
