True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,bh 1489 genetic engin555s 6ikk havexc558tedtokg8ni3m3 caj8hk5 if su5vivinh in so8ce 3ithout kif6 suiji5t,0.6634615384615384,3,bh 1510 th5 kocak 6ove5nm6nt 3ikk have been inv5sting in g5een inftakt58ct8f6 fo5 g6n558tiink,0.28426395939086296,3
by 2510 the local government will have been investing in green infrastructure for generations,bh 1510 th5 kocak 6ove5nm6nt 3ikk have been inv5sting in g5een inftakt58ct8f6 fo5 g6n558tiink,0.7096774193548387,3,bh 1510 the local government will have been investing in green infrastructure for generations,0.978494623655914,1
fully automated factories will have become the standard by 2040,fhkky ahtomated facto5i6k 3ikk have b5com5 the 3tanfatd by 1140,0.7301587301587301,4,fhkky ahtomated facto5i6k 3ikk have b5com5 the tanfatd by 1140,0.736,4
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,5e3ea5che5s 3ikk h8vehunkockefqne3 inkights 8ntoxcohnitiv6 comi8tinh 3ith 8mo59hoh3 cokihtingebh 1949,0.5148514851485149,1,5e3ea5che5s 3ikk h8vehunkockefqne3 inkights 8ntoxcohnitiv6 comi8tinh 3ith 8mo59hoh3 cokihtingebh 1949,0.5148514851485149,1
by 2210 education will have been a seamless blend of physical and virtual realities,bh 111n educat8on 3ikk h8v6 be6noa 3e8mke33 hk5ns of 9hysicak and vi5thak 5eakiti53,0.5903614457831325,3,bh 111n educat8on 3ikk h8v6 be6noa 3e8mke33 hk5ns of 9hysicak and vi5thak 5eakiti53,0.5903614457831325,3
companies will have adopted amorphous computing solutions across industries by 2032,comianies 6ikk have 8doit5f 8mokihous com9ht8ng 3okutiink acfoskaind8kt5i5k by h93h,0.5903614457831325,3,comianies 6ikk have 8doit5f 8mokihous com9ht8ng 3okutiink acfoskaind8kt5i5k by h93h,0.5903614457831325,3
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,byu1945fthebhe8kthca56 inshst5y 3ikk h8v5 h5en kevefah8ng int55ooe5abk5 info5m8t8on fo5 ov65 thk5e decadek,0.6320754716981132,1,byu1945fthebhe8kthca56 inshst5y 3ikk h8v5 h5en kevefah8ng int55ooe5abk5 info5m8t8on fo5 ov65 thk5e decadek,0.6320754716981132,1
by 2650 digital literacy will have become universal bridging the digital gap,bh 1659 di6itak kit6k8ch 3ikk have hecom5ghnivetsak b5isging th5 r86itak gao,0.6447368421052632,2,bh 1659 difficult kids have become sicking the right path,0.556390977443609,3
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,bh 1948 km85t 65is technokohiek 3ikk have b5en iot8mizing ene5gyzdikt5ib8tiin th5ohhh fatad5iven infokmat8onvint65oo55abik8th ho5 thi5ty h5a5s,0.676056338028169,2,bh 1948 km85t 65is technokohiek 3ikk have b5en iot8mizing ene5gyzdikt5ib8tiin th5ohhh fatad5iven infokmat8onvint65oo55abik8th ho5 thi5ty,0.6690647482014388,2
communities will have embraced digital technology as a catalyst for progress by 2470,conmuniti5k 38kk hav5 6mhf8ced si6itak technokofh as a cat8ky3t fof j5ogtess by 1470,0.6904761904761905,3,conmuniti5k 38kk hav5 6mhf8ced si6itak technokofh as a cat8ky3t fof j5ogtess by 1470,0.6904761904761905,3
by 2040 elm will have become a mainstream choice for building frontend web applications,by 1141 6kk 3ikk h8ve b6come a m8inst558k choice fo5 huikeinf ftintend 36h ai9kicationk,0.6551724137931034,3,by 1141 kk 3ikk h8ve b6come a major choice for huge investment in artificial intelligence,0.5227272727272727,3
by 2050 artificial intelligence will have been continuously evolving for several decades,bh 1959 8ktifici8k intekk8fenc5 3ikk h8v5 been continhou3kh evokvinh fot s6v65ak f5cad53,0.625,2,bh 1959 8ktifici8k intekk8fenc5 3ikk h8v5 been continhou3kh evokvinh fot s6v65ak f5cad53,0.625,2
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,hh 114i 8mo5ihous con9utin6 38kk have facikit8t5e b568kth5ohfhs in n585otechnokogh,0.6463414634146342,3,hh 114i 8mo5ihous con9utin6 38kk have facikit8t5e b568kth5ohfhs in n585otechnokogh,0.6463414634146342,3
by 2130 aipowered education systems will have been tailored to each students learning style,bys1139 aiio3eteey5ehcation 3hstem3 3ikk hav5 been t8ikofee ti 6ach kt8rent3 k5a5ninh kthke,0.6263736263736264,2,by 1139 artificial intelligence has been taking over the kitchen,0.4129032258064516,2
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,553ea5che5k 6ikk have em9kohed continuak keafn8ng techni1hes to araot biom5d8c8k t5ct mining modeks ov55 t8me hy 1143,0.717948717948718,4,553ea5che5k 6ikk have em9kohed continuak keafn8ng techni1hes to ar8ot biom5d8c8k t5ct mining modeks ov55 t8me hy 1143,0.7094017094017094,4
by 2950 every individual will have equal opportunities in the digital realm,bh 1950ueve5h indivirhak 3ikk havew5quak ojio5thnitie3 in the ei6itak 5eakm,0.68,2,bh 1950ueve5h indivirhak 3ikk havew5quak ojio5thnitie3 in the ei6itak 5eakm,0.68,2
quantum computing will have decrypted complex codes by 2040,18anthm cokoutinf 3ikk hav5 deckyoter conokex coeek bh 1n49,0.6271186440677966,1,18th century cooking is having deckyoter conokex coke,0.5535714285714286,1
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,bh 11h0 fkoatin6 citi5k 3ikkputikike innovative fiktkation2syst5ms to sust8in cke8n 3ate5 kh9ikie3,0.7040816326530612,3,bh 11h0 fkoatin6 citi5k 3ikkputikike innovativ3 fiktkation2syst5ms to sust8in cke8n 3ate5 kh9ikie3,0.6938775510204082,2
by 2220 ai will have been deeply integrated into the fabric of education,bh 1119 ai 3ikk have b6en seejky int6h58tef4inti th5 f8bkic of edhcat8on,0.6666666666666666,4,bh 1119 ai 3ikk have been seeking the future,0.5344827586206896,4
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,bh 1069 3d ifinting technokigh 38kk hav64advancee to the 9oint of j5intinglfhkkh f8nction8k hum8n o568n3,0.6826923076923077,4,bh 1069 3d ifinting technokigh 38kk hav64advancee to the 9oint of j5intinglfhkkh f8nction8k hum8n o568n3,0.6826923076923077,4
efforts to close the digital gap will have borne fruit by 2060,6ffo5tk to ckose the rigitak g8i63ikk hav5 bo5ne ffhit bh 1n6n,0.6774193548387096,3,6ff0t to choose the right path have been gone,0.5607476635514018,4
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 1146 kka5t t58ff8c manafekent 3y3t6mkv3ikk have b5en o9t8m8zing u5ban nobikith thfo86h int5tconnect5d 8nhotkationvshkten3 fi5 thi5ty hea5k,0.6666666666666666,2,by 1146 kaftaffectmakers yield enough to benefit the entire population through horizontal connection of technology,0.4,2
access to digital resources will have become a cornerstone of development by 2760,8cce3s to rifitak 55koutc5s 3ikk have b5con5 a ci5n55kton5 of d6v5kojment by 1761,0.654320987654321,6,8cc5 to 95fitak 55koutc5s 3ikk have been a significant contributor to the development of diplomacy by 1761,0.5561497326203209,6
engineers will have integrated amorphous computing into urban planning systems by 2046,5nh8neefk 3ikk have integ5at5r ako5jhohk cim9hting into utban 9kanninf 3h3tem3 bh 1n46,0.6511627906976745,3,5nh8neefk 3ikk have integrated technology into urban planning to enhance the health of the community,0.5161290322580645,3
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,by 1146 kno3k6ege ristikkation techni1hes 3ikk hav5 comit6k3ee cokjkec mod6k3 fo5 efficient biom6eic8k tectkmin8ng,0.6666666666666666,2,by 1146 knowledge research technologies have committed to efficient biomimetic technologies,0.5951219512195122,4
biomedical text mining will have played a crucial role in personalized medicine by 2030,biokedicak tect min8ng 3ikk have ikayed a ctuciak1kok5z8n o5fson8k8zed mesic8ne bh 1131,0.6666666666666666,3,biokedicak tect min8ng 3ikk have ikayed a ctuciak1kok5z8n o5fson8k8zed mesic8ne,0.6506024096385542,3
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,bh 11n9hhumank 3ikk have mitigatef sime oh the n6g8t8ve ini8cts of 6vokutiona5y mism8tch53,0.7333333333333333,3,bh 11n9hhumank 3ikk have mitigated the negative impacts of economic downturns on the economy,0.6483516483516484,3
by 2130 deep learning will have been enhancing global communication networks,by 1139 fe593k6a5ninh 3ikk have b6en 5nhancinh 6kobak comnhnication net3itkk,0.6710526315789473,2,by 1139 facebookninh 3ikk have been sending messages,0.5,2
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,bh h599 cent5akiz6r 8ct iokici6k 6ikk h8v6 b55n aff55skinh 6thicak conc6fns in a5tific88k int5kkigenc5,0.6274509803921569,2,bh h599 cent5akiz6r 8ct iokici6k 6ikk h8v6 b55n aff55skinh 6thicak conc6fns in a5tific88k int5kkigenc5,0.6274509803921569,2
investments in digital infrastructure will have created a level playing field by 2420,8nv5stments inbsihit8k inf5akt5uctu5e 3ikk have c56atef a k6v5k ik8hinf fiekd by 1410,0.6588235294117647,4,8nvestments in infrastructure have created a key industry by 1410,0.7333333333333333,5
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,bion5dicak tect mining 3ikk hav6 ikay5f a vitak 5oke in un58v5king comok5x genenfehukatotyonet3okkshhh 1141,0.6635514018691588,4,bion5dicak tect mining 3ikk hav6 ikay5f a vitak 5oke in un58v5king comok5x genenfehukatotyonet3okkshhh 1141,0.6635514018691588,4
by 2290 researchers will have developed methods for reversing climate change,bh 119n kekea5chet3 3ikk h8ve dev6kojef m6thisk fof8f5v6tking ckimate chanh5,0.5921052631578947,1,bh 119n kekea5chet3 3ikk h8ve dev6kojef m6thisk fof8f5v6tking ckimate chanh5,0.5921052631578947,1
by 2050 amorphous computing will have transformed how we approach environmental conservation,bht1n59 amo5ihous comouting 3ikk hav5 t5anshi5k5daho6 3e 8i9koach 5nvi5onnentak conkefvat8on,0.6521739130434783,1,bht1n59 amo5ihous comouting 3ikk hav5 t5anshi5k5daho6 3e 8i9koach 5nvi5onnentak conkefvat8on,0.6521739130434783,1
by 2040 python will have remained the language of choice for data science and ai,bh 1n49 ihthon 3ikk h8v6 k5maines thepkangh8he of choic5 fotjfata sci6nce 8nd 88,0.6625,2,bh 1n49 ihthon 3ikk h8v6 k5maines thepkangh8he of choic5 fotjfata sci6nce 8nd 88,0.6625,2
by 2070 disparities in digital access will have become a thing of the past,by h171 risi85iti53 in sigitak acc5ss83ikk havexbecike a th8ng of th6 j8kt,0.6756756756756757,4,by historians will have been capturing images of the jet,0.5692307692307692,3
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,biomes8c8k t5ct m8ninh 3ikk have acc6k55ater the is6ntif8cation offfi8fnostic biomafke5k hy 1041,0.7083333333333334,3,biomes8c8k t5ct m8ninh 3ikk have acc6k55ater the is6ntif8cation offfi8fnostic biomafke5k hy 1041,0.7083333333333334,3
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by 1149 amo5ihou3 ciniuting 3ikk have enabker uni5ec5dent6d kev5ks oh rata o5oc53kinh,0.6588235294117647,2,by 1149 amateurizing 3ickens have enabled universal knowledge,0.4520547945205479,2
by 2270 advancements in robotics will have been transforming the way surgeries are performed,bh 1170 arv8nc5ments in 5obitics 3ikk2have heen tkansfo5minf th673ah 3ut6e5iek 85e i5ffi5mee,0.5760869565217391,2,bh 1170 advances in space technology have been taking time to implement the 673th century ecosystem improvement,0.4630541871921182,4
advanced 3d data visualization techniques will enhance spatial understanding,8dvancedv3r d8t8 visuakiz8tion techniqh5s 3ikk 5nhance 3oati8k hnse53t8nfinh,0.6842105263157895,1,8dvancedv3r d8t8 visuakiz8tion techniqh5s 3ikk 5nhance 3oati8k hnse53t8nfinh,0.6842105263157895,1
by 2050 amorphous computing will have transformed global supply chain logistics,hy21n59 8mo5ihouk comohtinf 38kkqhave t5ankfo5med gkobak s8iikh chain kifi3tic3,0.5822784810126582,2,hy21n59 8mo5ihouk 38kkqhave 5ankfo5med 6obak 8iikh chain 3ifi3tic3,0.496551724137931,2
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,5e3eafch553e38kk hav6 fe9koh5f 33a5m int6kk8g5nce methoe3 fok cokk8bo5ativ5 biomedicak tect9mininh bh 1n41,0.5943396226415094,1,5e3eafch553e38kk fe9koh5f 33a5m int6kk8g5nce methoe3 fok cokk8bo5ativ5 biomedicak tect9mininh bh 1n41,0.5700483091787439,1
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,by h935 oetsonakikef heakthc8ke jkans 3ikk have b5en1f5vekii5d th5oufh comokehensive info5mation int5fooe5abik8ty fot t35nth hea53,0.676923076923077,2,by h935 oetsonakikef heakthc8ke jkans 3ikk have b5en1f5vekii5d th5oufh comokehensive info5mation int5fooe5abik8ty fot t35nth hea53,0.676923076923077,2
developers will have created intuitive programming languages for amorphous computing by 2039,devekoi6tk 3ikk have c5eated intuit8ve i5ih5amminf kanfu8h5s fok amo5jhohs comouting by 193o,0.6847826086956522,3,devekoi6tk 3ikk have c5eated intuit8ve i5ih5amminf kanfu8h5s fok amo5jhohs comouting by 1930,0.6847826086956522,3
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,bh 1947 se5o 55infofcement k58fning 8g6ntk 6ikk hav5 autonomohkky navigatef h8imedic8k kitetath55gfo5 fek6v8nt 8nfotnation,0.6475409836065574,1,bh 1947 securement of autonomous systems navigating highspeed internet connectivity,0.44878048780487806,1
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,bh 1945 i5edict8ve anakhtick 3ikk hav6ab56nioitimizing s5cisiinmak8ng ofoc6k3e3 thkough comj55henkive infokkation int55i9558bikity fot thi5ty h6afs,0.673469387755102,1,bh 1945 idealizing the society making of the clock,0.3147208121827411,1
by 2290 centralized ict trends will have been shaping the future of work through automation,by 11i0 c6ntt8kiker ict tfenf3 3ikk hav5 b6en khaiinh th5 h8th56 of 3i5k thfohgh automation,0.6483516483516484,3,by 1100 cyberkickers in the 3heath of 3ikhood of 3ik forgham automation,0.4691358024691358,3
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,bh 1941 95eci3iin ag5ic8ktu5e techniqu5s63ikk have b55n imi5oving c5oj2yieks3 th5ohhh com9keh5nsive info5mation inte5o9e5abikity fofuthi5th yea5s,0.7172413793103448,2,bh 1941 95eci3iin ag5ic8ktu5e techniqu5s63ikk have b55n imi5oving c5oj2yieks3 th5ohhh com9keh5nsive info5mation inte5o9e5abikity fofuthi5th yea5s,0.7172413793103448,2
by 2730 technological advancements will have uplifted marginalized communities,by 1730 technokigicak 8evancem5nt3 3ikk have hokift5e nakg8n8kiz5d conmuniti53,0.6794871794871795,2,by 1730 technological advancements will have improved the quality of life for communities,0.7544910179640718,2
robots will be commonplace household helpers by the year 2050,5obot3 3ikk b5 commonik8ce hohk5hokd hekiefs by th5 hea5 195n,0.639344262295082,2,5obot3 3ikk b5 commonik8ce hohk5hokd hekiefs by th5 hea5 195n,0.639344262295082,2
by 2027 schools will have been implementing blended learning models for a significant period,bh 1917 3chiokk 3ikk h8ve been imjkementingqbkenf6s kea5nin6 mod6ks fokd8 sihnific8nt oe5iof,0.6521739130434783,2,bh 1917 3chiokk 3ikk h8ve been imjkementingqbkenf6s kea5nin6 mod6ks fokd8 sihnific8nt oe5iof,0.6521739130434783,2
by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,bh 1135 8mm5fk8ve ent55tainment eco55ience3 38kk hav6 b55nn6nhancef bh 95kson8kiz5e info5kat8on intekoi5fab8kith fot t3enty yeats,0.6434108527131783,1,bh 1135 8mm5fk8ve entertainment ecosystem 38kk have 6 b55nn6nhancebh bh 95kson8kiz5e information technology for twenty years,0.6640316205533597,4
by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,bh 115n as3ist6d 5ejtosuctiv5 t6chnokogyx3ikk hav5 b5en 8 fund8k5nt8k5a3ject oh hhk8n evokhtion fot c5ntu5i5k,0.6513761467889908,1,bh 115n as3ist6d 5ejtosuctiv5 t6chnokogyx3ikk hav5 b5en 8 fund8k5nt8k5a3ject oh hhk8n evokhtion fot c5ntu5i5k,0.6513761467889908,1
