True Sentence,Predicted Sentence,Accuracy,Wrong syllables
in the future sustainable transportation options will still be sought to ease congestion,in rhe ruture 1usrainable tr0nqportagioh o8r8ons siol stilc be s8uvht j8 iase cmngesti8n,0.7613636363636364,2
china has been actively involved in peacekeeping missions and humanitarian efforts,chiva hasqbern6axtuv4cg in9obved in u1acekzepi0g missi0zs a8d huma89tarian rfforuq,0.7073170731707317,2
educational diversity is a hallmark of foreign academic institutions,educ1tional diwers8qy 7s a hallmark u0 foreign acadebicngnstiuutihns,0.8235294117647058,3
the coach substituted an underperforming player,the coachpsubstituted ab underperforminh plagwr,0.8936170212765957,1
female scientists have played crucial roles in the development of personalized cancer treatments,femaoe s884nuists havs pl8yed crhcia8 ro0eq 7b tqe drvrbo8aent o9 88rzxbq0izex canc1r1trravments,0.6666666666666666,1
aienhanced agricultural robotics will have been automating various farming tasks,ahenhancsd awric6lt82al rkbogixw sicl ha6e veen ajtkmar7ng vario8s farmgng tqsks,0.725,1
the sun had been hanging low in the sky as they watched the sunset from the hilltop,the si9 had nreb hanging c86 in thr skv qs thwwjwat0he9 the sjnset f88m unzkhjlltop,0.7108433734939759,5
by next winter snowy conditions will still be causing traffic disruptions,by next w8ktwr sn0wy c8nc8tiuns zhll suilp me caush89qr1affic dusryptiohq,0.6986301369863014,1
scientists will have been developing more efficient methods of sperm selection through assisted reproductive technology,scientists wi1l ha0e besn6devel806nq moqe eqf8xient mwtqovs 8z qpqra sel4cti8n tht8ugh awsis5zd rearod8ctive uechkoqogw,0.7226890756302521,1
by the time the new semester starts students will have been preparing with online tutorials,0y rhe 8ime thw new semesuer s6aqts sgudengw zill have seenoure8a18ng with oacgze t8to18als,0.7362637362637363,4
influencers will collaborate with brands on shoppable content experiences,hbfcuenczrz w8ll boclab0ratf ziuh vrands on sh8p8avle conu8b8 experizmces,0.6986301369863014,2
carbon offset programs will encourage individuals and businesses to mitigate their pollution,caqb1n 84zset prograqs9ziw8 sncourqgwpinwiv9euqks abecbushnesses vw mitigzrepvheir pk1l8tion,0.6413043478260869,1
version control systems like git help track changes in web development projects,ve1sion con5rolxwustemv 196e6git help rrack changes innwwn d50ecupment p18qects,0.7341772151898734,3
developers will have created immersive virtual tourism experiences with amorphous computing by 2049,d09el8pers will have creagex iume8siv1 virtuak rourjsm experiehces xigh amorphuuz comp8tizg ny 2949,0.797979797979798,2
the fishermen had caught a variety of fish including bass and perch,wh1 wishermen hv9 cqught q variwty ov fish iaclud8ngxbass and pz1xh,0.7761194029850746,3
fighters are promoting environmental sustainability initiatives,fight1qz a81 p8um8tijwvenvironyentq9 sustqhvanizity initiatjves,0.6825396825396826,1
she served an ace down the line leaving her opponent stunned,xhw servex sn adw d8wj the lihe lea9ing her o8ppn0n2 stubned,0.7666666666666667,3
by the end of the semester i will be grading a stack of essays,by the ehd of the semesver i whlo ne gradimg a wtqck og essa9s,0.8387096774193549,4
the author was conducting research for his next historical fiction novel,the auqhcr wsz soyzhxting r9search fj1 his brxt hisgoqqcal f8ction nivel,0.75,2
aidriven dynamic pricing will adjust in realtime,aidriveb dynam6c wricingbsimw acuwztain realuime,0.75,1
facial recognition systems will enhance public safety measures,faciac recogqitipv sgstems wik0 enhance pibliclsafery nea6u8es,0.7903225806451613,2
the cars radio antenna got bent,tge cars radio abts9za got b3nt,0.8064516129032258,3
we repaired a dent in the rear bumper,wr 2epa8r1d a ddnt ib thw 1ear n8mper,0.7297297297297297,2
incident response teams are swiftly addressing security breaches as they occur,8ncidev9gresponsevreams are s3iftly awxressing se8urity bqyachws ss th1w occvq,0.7692307692307693,2
deep learning models will have been assisting in wildlife tracking and conservation,deep learni8v nodekz q8ok hasw b9en assisti7g injwiodxife qraaking and zknze2vati8n,0.7228915662650602,2
engineers will have been finetuning the network infrastructure for months,engibe1rs will have bwen finetu0jnv the nerwork imwrqstructh8e for mohrhs,0.8082191780821918,4
