True Sentence,Predicted Sentence,Accuracy,Wrong syllables
in the future sustainable transportation options will still be sought to ease congestion,in the 5ut7ee wuqtainabqegteanqpo5tat88n 8p5iona wikp a5ill be a8ught 5o eaae cpngeation,0.6818181818181818,2
china has been actively involved in peacekeeping missions and humanitarian efforts,china haa been aativelu involaee in peacekeeping miaa8onw qbe h7man85arian eato55s,0.7682926829268293,3
educational diversity is a hallmark of foreign academic institutions,educationak eive5c8t6 iw aihqlpmaekd8t 585eigb qaaremiz7ibstitu5iona,0.6323529411764706,1
the coach substituted an underperforming player,5he coach s8bwti5utee anz7nre5pe55o5ming ppaue5,0.6808510638297872,2
female scientists have played crucial roles in the development of personalized cancer treatments,5emqpe scientia5q haae pkaued aeuciak 58kea 8b 5he reaelopment 85 pe5a8nap8aee canae5 teea5men5q,0.625,1
aienhanced agricultural robotics will have been automating various farming tasks,aienhancer ag58cuk5u5aa 5pbotica wila have beeb aut8mat8ng vq5i8ua 5a5ming taaks,0.725,2
the sun had been hanging low in the sky as they watched the sunset from the hilltop,the aub hqd been hangibg kow ib the aku aa 5heu ea5chee 5he s7nqe5 55om the hikk5op,0.7228915662650602,4
by next winter snowy conditions will still be causing traffic disruptions,au bect w8nte5 wn8w6 c8ndi58ons eipk atiaa be cauaing t5at5ia r8s5up5iobs,0.589041095890411,2
scientists will have been developing more efficient methods of sperm selection through assisted reproductive technology,aaient8c5a wipk haae been eevekoping mo5e etaic8en5 me5h8ra 85 spe5m aeaea58on th58ugh aawistee 5ep5pcuctive technolotu,0.6722689075630253,2
by the time the new semester starts students will have been preparing with online tutorials,bu 5he 58me the2bew aemec5e5 w5a55wnq5ueenta w8kk haae been p5epa5ing ei5h onaine tuto58aaa,0.6373626373626373,2
influencers will collaborate with brands on shoppable content experiences,8n5k7encera eika z8lkabo5ate with b5anew pb ah8ppabqe a8bten5 ecpe5iencea,0.6164383561643836,2
carbon offset programs will encourage individuals and businesses to mitigate their pollution,ca5bonsp55aet prog5amc wikp enz8u5age ibe8aie8aps abd b7a8bewqea to m85ita5e 5hei5 ppqqu588n,0.5869565217391305,2
version control systems like git help track changes in web development projects,ae5qi8nia8bte8k auc5emq pike ti5uhepp teaak ahangea in web deaepopmebt p5ojeata,0.5949367088607594,2
developers will have created immersive virtual tourism experiences with amorphous computing by 2049,eevel8pe5q wiqq have c5eqter imme5aivewai5tuaa to8e8am ezpe5ienaec ei5h amorphpua z8mputing bu qc48,0.6666666666666666,2
the fishermen had caught a variety of fish including bass and perch,5he aiwhe5meb hae caugh5 a aa58etu o5 5iqh ibzp7d8ng bqcq qnc pe5ch,0.6268656716417911,2
fighters are promoting environmental sustainability initiatives,5igh5e5a a5e prpmo5ing enai5onmen5ak qua5qibabiki5u 8nitiatiaec,0.6666666666666666,1
she served an ace down the line leaving her opponent stunned,she ceraedean aae r8wn 5he line peav8ng hee ppppnebt a5unnec,0.7333333333333333,2
by the end of the semester i will be grading a stack of essays,b6b5he ebcmo5 the wemecte5 i wiaklbe t5aeing a qtack oaqeacaua,0.5645161290322581,4
the author was conducting research for his next historical fiction novel,the q7th85 waa c8neuc58ng 5eqeaeah a85 hia0nez5 hist8r8caa 5izt8on boaek,0.5972222222222222,1
aidriven dynamic pricing will adjust in realtime,airriaen cunqmiz peicing wipq ariua5 8n 5eaktime,0.6666666666666666,1
facial recognition systems will enhance public safety measures,5aciak 5eapgni5i8n a6atemc wiaavenhanze p7bpic aate56 meaau5ew,0.6129032258064516,1
the cars radio antenna got bent,the6aq5a 5ae8p an5enna g853bent,0.5806451612903226,1
we repaired a dent in the rear bumper,we eepai5ed agdentp8na5he reae bumpee,0.7567567567567568,1
incident response teams are swiftly addressing security breaches as they occur,incieentt5ecponae teama a5e awi55pu aer5ecaint aec75i5u beeaahec aa the6 occu5,0.6410256410256411,1
deep learning models will have been assisting in wildlife tracking and conservation,reep5lea5nint moeeka wial have beeb aaqicting in eiaek8te t5acjing anc c8nqe5aq5i8n,0.6746987951807228,3
engineers will have been finetuning the network infrastructure for months,eng8nee5q wipk havedbeen 58ne58b8ng 5hewnetwoek in55aa557c5uee 5o5 montha,0.6301369863013698,1
vr technologies have been utilized in therapy for individuals with adhd providing focusenhancing experiences,v5 5eahn8kogiea haae been ut8aiaed ib 5heeap6 585 ineivicuapa eith aehd p5oviring 5ocucenhancing ecpeeiebaea,0.7037037037037037,2
chatgpt will be evolving continuously,chatgp5 eiaq ae ev8kaint c8ntinupual6,0.6486486486486487,1
they had been charging their ipad overnight before it stopped holding a charge,theuohadpbeenzahaeg8bg the85 ipad paernight bet8re i5 atoppee hopeibg a ahqrge,0.717948717948718,3
scholars studied the engineering techniques used to build the pyramid,achopa5s s5ucied the enginee5int techniauec usee t85b8iae thecp65amie,0.7246376811594203,2
they have been sharing interesting articles on facebook lately,5heu have been aharing in5e5eqting a55icqean8nb5aceb8oj pa5ea6,0.6774193548387096,2
students will have been accessing educational resources from anywhere in the world,wtueen5a3eill have beeb aaceaa8nt eeucationak 5eqou5cec 55om anuwheee 8n 5he eo5pe,0.6585365853658537,2
fighters are overcoming injuries to compete at the highest level,5igh5e5w are 8vercoming iniu58ea t8nc8mpe5e a5 the h8ghec5 levep,0.71875,3
designers have integrated rainwater management systems to control runoff and erosion,eeqigneea have 8n5eg5atee 5ainea5e5 manqtemen5 suatemsutp aont58a euno55 abd eeoai8n,0.6309523809523809,2
upandcoming promotions are leveraging blockchain for transparent and secure transactions,8panca8ming p5omp5iona q5e qeae5ating bpockchain 5p5 t5abspa5en5 abr aea85e 55ansqc5i8nc,0.4772727272727273,1
she had prepared a fish en papillote with vegetables and herbs,ahe hae peepaeee qc5iah en papikk8te with vege5aakeq ane he5bs,0.7096774193548387,3
efforts to eliminate genderbased stereotypes in media representation have been ongoing,e558e5s t8jeqim8na5eqgebce5baaee ateeeot6pea in2mediq 5epreaentation hqae aeen 8ngo8ng,0.5930232558139535,1
he used to drink several cups of coffee a day but cut back on caffeine,he usee 5p ceibk aeve5ap cupasoa co55ee qaeau b75 au5 baaj 8n aat5e8ne,0.6,1
she smashed the shuttlecock crosscourt leaving her opponent stranded,whe amaahee 5he ah7t5kecpck croqcc8uet peaving her 8pponen5 at5abder,0.6764705882352942,2
by next year they will have been practicing yoga for eight years,b6 nect ueae 5he6 wiqq haae been peac5icing 6ogq 58e eight 6ea5a,0.703125,3
vr has been utilized in therapy for individuals with eating disorders promoting positive body image,v5 haq been 85iaized 8n3the5apu 5oe incivieuaks eith ea5ing eiaoeee5c pe8moting ppait8ae boeu image,0.696969696969697,2
the chef had cooked a seafood paella with saffroninfused rice and chorizo,the chetuhar apojer a qeaaooe paekla wi5h sa5t58n8naucer 5iae ane ch85iao,0.5753424657534246,2
in a month they will have been studying marine biology for six years,in aem8n5h the6 wikp haae been wtueuingwmqeine bi8kogu 5p5 aic 6ea5s,0.6617647058823529,2
