True Sentence,Predicted Sentence,Accuracy,Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,ny qd8c genetic enhpm5frs zicqehave crea5ed8o1gabiwms capable of zurvib8za in space w8th8htnkifv support,0.7211538461538461,4
by 2510 the local government will have been investing in green infrastructure for generations,b8 2580dthe b8xzp g0vcrdment z8lp 8ave beez investibg 8n treea izfrasttuftjre fo8 gencratiomz,0.6989247311827957,1
fully automated factories will have become the standard by 2040,fukly autoaa8ed 5aftoriea z8cq havt become t6e atanzatz 6y 1840,0.6984126984126984,2
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,resezrche1s i80plhave58nlocked new izs8ghtz int8 cogzitive com8utpng zith amorp8ous conpuqibgfb6 2829,0.7722772277227723,2
by 2210 education will have been a seamless blend of physical and virtual realities,by 221c 5duzarion eilk jave4be8n a aeamaesz bkeas of pkysoczl andsv8ttuzk reaq8ties,0.6987951807228916,3
companies will have adopted amorphous computing solutions across industries by 2032,compzbie5 ui0o have adoptes ahorphous coaau5inn skfut8ona acroqa 8ndus5riez by 2932,0.6746987951807228,3
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,bu 2835 8he heakuhcafe industr6 w8al haae been oeve2aging inter8perabp8 infornati0n forlovx5 t7qee secazea,0.7547169811320755,2
by 2650 digital literacy will have become universal bridging the digital gap,by qa50 cinatap li5eraa8 w8kl have becoae uukversa0 brkduing qhe djgi5al gap,0.7368421052631579,2
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,bt 2058 aaart gr8d gexhno0ogiesuw8pl have bieu astimizintceae8g9 diztriurti8m throyuh xatadribeh oncoraatio7 interoaerabioity fkr thirty yea11,0.7183098591549296,3
communities will have embraced digital technology as a catalyst for progress by 2470,communit8ea a890 haae e8nraced aigital technol8gy as a ca6azyst for 0r89reaa b9 q670,0.75,3
