True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,by e488 genetic ent8neers wiol have cfeated o5ganisms1xapable of sufvibint in space withoutxlife su8poft,0.8557692307692307,5,by e488 genetic ent8neers wiol have cfeated o5ganisms1xapable of sufvibint in space withoutxlife su8poft,0.8557692307692307,5
by 2510 the local government will have been investing in green infrastructure for generations,byyd5a0 the lpcal g8vefmment will have beem investing im gfeen9inf5astfuctufe fofqgenefatipns,0.8064516129032258,4,byyd5a0 the local government will have been investing in green infrastructure for generations,0.967741935483871,1
fully automated factories will have become the standard by 2040,fuopu autpmated 5actofies will have become thevstandafd by d049,0.8412698412698413,3,fuopu automated 5080 the actofies will have become the standafed by d049,0.8148148148148148,4
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,feseafxhe5s will have umlocked newdinsiyhts into coynitive xomp8ting with amo58hous x8nputing bu d049,0.8316831683168316,4,feseafxhe5s will have unlocked new dimensions in cognitive thinking with advanced artificial intelligence,0.6407766990291263,4
by 2210 education will have been a seamless blend of physical and virtual realities,by 4ds0 education wilp habe been a seamoess blend o5 phusical and viftual reaoities,0.8795180722891566,5,by 400 education will have been a seamless blend of physical and virtual realities,0.9696969696969697,1
companies will have adopted amorphous computing solutions across industries by 2032,con0an8es will havedado0ted5amofphous comput8mg sooutipns across imdust5ies by 2834,0.8192771084337349,4,conferences will have dominated 5of 6phosphorus computing sources across industries by 2834,0.7701149425287356,4
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 2045 the heaothca5e industfu siol have been leveratint interppefabpe inf85matipn fof ove5 thfee decades,0.839622641509434,2,by 2045 the healthcare industry is investing in 85mattentive care for over the decades,0.7083333333333334,2
by 2650 digital literacy will have become universal bridging the digital gap,bu et59 d8gitao lite5acu wipo haverbecome um8vefsal bf8dgint the digital gap,0.7763157894736842,1,bu 8digit5al lite5acu wipo haverbecome um8vefsal bf8dgint the digital gap,0.7919463087248322,1
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 4048 smaft yfid technopogies wipl have been pptimizing enefgycdistfibution thfo8th datad5iben infofmation inter8pe5ability fo5 th8fty yea5s,0.8450704225352113,2,by 4048 smart factories will have been prioritizing efficient data integration for the future years,0.5975103734439834,4
communities will have embraced digital technology as a catalyst for progress by 2470,communities0wilo have emb5axed diy8tal techn8o8ty as a xataoyst fof 0fotfess bu 2e70,0.7857142857142857,3,communities without a talented technology as a state of the future but,0.5974025974025974,2
by 2040 elm will have become a mainstream choice for building frontend web applications,bu d040 elm wiop have bec8me a mainstfeam chpixe fo5lbuilding 5fontend web applications,0.8735632183908046,4,bu d040 elm wiop have become a major force in building frontend web applications,0.8263473053892215,3
by 2050 artificial intelligence will have been continuously evolving for several decades,by 4950 aftif8cial inteppigence will have been xomtinuo8spy8evolbint fpf sebefao dexades,0.7840909090909091,2,by 4950 artificial intelligence will have been xommitted spy evolvement for safe and decent society,0.7486631016042781,3
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,by 2049 ano5phous c8m0utint sipl have facilitated breakthfoughs 8n neufptechnoloyy,0.8536585365853658,2,by 2049 autonomous computers simplified facilitated breakthroughs on new technology,0.7757575757575758,2
by 2130 aipowered education systems will have been tailored to each students learning style,by 4a38 aip8wefed educatipn systems wipp have been tail8fed to each st8dents pea5ning style,0.8571428571428571,4,by 4a38 aip8wefed educatipn systems wipp have been tailored to each students pe5ng style,0.8715083798882681,3
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,5eseafchefs w8lp8havexemploued xontinuao leafniny techniques to ada0t biomedical text mining models 8vef time bu 4043,0.8547008547008547,4,5eseafchefs will have shown continuous learning techniques to adapt biomedical text mining models for 4043 time,0.8333333333333334,4
by 2950 every individual will have equal opportunities in the digital realm,by d850 ebefy indibiduap willjhave equal pppoftunities in the7digital realm,0.8666666666666667,3,by d850 ebefy indibiduap willjhave equal pppoftunities in the7digital realm,0.8666666666666667,3
quantum computing will have decrypted complex codes by 2040,quantum3cpmputing eill have decrypted com0lex cpdes byjd040,0.8813559322033898,2,quantum3cpmputing eill have decrypted complex codes by 040,0.9401709401709402,2
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,byi2e28 flpat8ng x8ties wilp utilize 8nnpvative fiptfation sustems to sustain cpean eater s8p0oies,0.8163265306122449,3,byi2e28 flpat8ng x8ties wilp utilize 8nnpvative fiptfation sustems to sustain cpean eater s8p0ies,0.8205128205128205,3
by 2220 ai will have been deeply integrated into the fabric of education,by 2de0 ai wilp habe been deeply integfated 8mto the fab5ic pf education,0.875,4,by 2de0 ai will have been deeply integrated into the fabric of education,0.9722222222222222,1
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,by e050 3d pf8nting technolpty eiol have advanced tp the point of p5int8ng fully functional human pfgans,0.8846153846153846,5,by 50 3d 4pf8nting technology eiol have advanced to the point of printing fully functional human organs,0.9468599033816425,3
efforts to close the digital gap will have borne fruit by 2060,effo5ts tp clpse the digital gap sipl haveibofne tfuityby d060,0.8387096774193549,2,efforts to close the digital gap have been fruitful by 060,0.8833333333333333,3
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 20e7 smart tfaffic management systems wipo habe been optimizing ufban mobility thfputh interconnexted infpfmation systens fof th8ftutyeafs,0.8581560283687943,5,by 20e7 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for the future,0.9357142857142857,2
access to digital resources will have become a cornerstone of development by 2760,axxess tp digitap fesoufces silp have beconeqa cofnefstome of development by d760,0.8271604938271605,3,axxess tp digitap fesoufces silp have beconeqa cofnefstome of development by d760,0.8271604938271605,3
engineers will have integrated amorphous computing into urban planning systems by 2046,enyineefs willdhave intet5ated amofphous com8uting int8 ufban plamning systems bu d04t,0.8488372093023255,2,enyineefs will have integrated advanced communication into our future planning systems but,0.7386363636363636,4
