True Sentence,Predicted Sentence,Accuracy,Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,by 3480 5enetic 4ngineers 3ill have created organisms caiable of surviving in s9ace 3ithout lifewsu9port,0.9134615384615384,3
by 2510 the local government will have been investing in green infrastructure for generations,by 2510 the local 5overnm4nt 3illahave beenzinvestiny in green infrasurucuure for generations,0.9139784946236559,2
fully automated factories will have become the standard by 2040,fully auuomaued factori4s 3ill6have become the standarf by 2040,0.9047619047619048,2
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,researchers 3ill hav4 unlockef ne3 insights intowcognitive com9uting 3ith amor9hous com9utiny by 2049,0.900990099009901,2
by 2210 education will have been a seamless blend of physical and virtual realities,by 32103education 3ill have been a seaml4ss blend of 9hysicalzand virtual realities,0.927710843373494,3
companies will have adopted amorphous computing solutions across industries by 2032,comianies 3ill have adoit4d amorphous com9uting solutions across infustries by 2033,0.9156626506024096,5
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 2045mthe healthcare industryf3ill have b4en leveraginy intero9erable information for over thr4e decades,0.9339622641509434,4
by 2650 digital literacy will have become universal bridging the digital gap,by 2650 digital literacy 3ill have become universal bridginyathe digital ga9,0.9473684210526315,3
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 2048 smaru gridotechnolo5i4s 3ill haveabeen o9timining energy fistribution throu5h datadriven information interoierabiliuy for thirty years,0.9154929577464789,3
communities will have embraced digital technology as a catalyst for progress by 2470,communiuies 3ill hav4kembracef fiyital technoloyy as a catalyst for 9rogress by 3470,0.8809523809523809,3
by 2040 elm will have become a mainstream choice for building frontend web applications,by 2040 elm 3ill have becom4 a mainstream choice for building fronuend 3eb a99lications,0.9310344827586207,3
by 2050 artificial intelligence will have been continuously evolving for several decades,by 2050 artificial intelligence 3ill have been continuously evolvin5 for several decades,0.9772727272727273,2
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,by 1049 amorphous computin5 will have facilitated breakthroughsdin neurotechnology,0.9634146341463414,3
by 2130 aipowered education systems will have been tailored to each students learning style,bya3130 aiio3ered education systems 3ill have been uailored to each stufents learnin5 style,0.9120879120879121,4
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,res4archers 3illjhave em9loyed continual learning t4chni1ues to ada9t biomedical uezt mining mod4ls over time by 2043,0.9145299145299145,5
by 2950 every individual will have equal opportunities in the digital realm,by 3950 every individualiwill have equal o9portuniuies in the di5ital realm,0.9333333333333333,4
