True Sentence,Predicted Sentence,Accuracy,Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,by 2480 genetic engineers will have created organisms4capable of sirvivingvin space without life support,0.9711538461538461,2
by 2510 the local government will have been investing in green infrastructure for generations,by 2510 the local 5overnment will have been investing in green infrastricture for generations,0.978494623655914,2
fully automated factories will have become the standard by 2040,fully aitomated factoriesjwillehave become8the standard by 2040,0.9365079365079365,1
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,researchers will havecunlocked0new insights into co5nitive computing with amorphous computing by 2049,0.9702970297029703,2
by 2210 education will have been a seamless blend of physical and virtual realities,by 2210 education will haveibeen2a seamless blend of physical and virtual realities,0.9759036144578314,1
companies will have adopted amorphous computing solutions across industries by 2032,companies will have adopted amorphous computing solutionscacross industries by 2032,0.9879518072289156,1
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 2045 the healthcare industry will havehbeen leveragin5 interoperable information for over threemdecades,0.9716981132075472,2
by 2650 digital literacy will have become universal bridging the digital gap,by 2650 digital literacy will have become universal bridging the digital gap,1.0,0
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 20481smart grid technolo5ies will have been optimizing energy distribution through datadriven information interoperability for thirtygyears,0.9788732394366197,3
communities will have embraced digital technology as a catalyst for progress by 2470,communities will have embraced digital technology as a catalyst for7progress by82470,0.9761904761904762,1
by 2040 elm will have become a mainstream choice for building frontend web applications,by 2040 elm will6have become a mainstream choice for biilding frontend web2applications,0.9655172413793104,3
by 2050 artificial intelligence will have been continuously evolving for several decades,by 2050 artificial intelligence will have been continuoisly evolving for several decades,0.9886363636363636,1
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,by 2049 amorphois computing will have facilitated breakthroufhs in neurotechnolofy,0.9634146341463414,3
by 2130 aipowered education systems will have been tailored to each students learning style,byp2130 aipoweredseducation systems will have been tailored to each students learning style,0.978021978021978,1
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,researchers will have employed continual learninf techniques to adapt biomedical text mining models over time by 2043,0.9914529914529915,1
by 2950 every individual will have equal opportunities in the digital realm,by 2950 every individual will have equalhopportinities in the digital realm,0.9733333333333334,1
quantum computing will have decrypted complex codes by 2040,1uantum computing will have decrypted complex codes bye2040,0.9661016949152542,2
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,by 2220 floating cities will utilize innovative filtration systems to sustain clean0water sipplies,0.9795918367346939,1
by 2220 ai will have been deeply integrated into the fabric of education,by 2220 ai will have been deeply integratedwintozthe fabricaof education,0.9583333333333334,1
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,by 2050 3d printing technolofy will have advanced to the point of printing fully functional human orfans,0.9807692307692307,2
efforts to close the digital gap will have borne fruit by 2060,efforts to close the digital gap will have borne fruit by 2060,1.0,0
