True Sentence,Predicted Sentence,Accuracy,Wrong syllables
in the future sustainable transportation options will still be sought to ease congestion,in the furhre shstainabke trans9ortation oitions23ikk stikl be sought to8ease congestion,0.8636363636363636,2
china has been actively involved in peacekeeping missions and humanitarian efforts,china has been activeky involved in 9eacekeeiinh missions and humanitarian e3forrs,0.926829268292683,3
educational diversity is a hallmark of foreign academic institutions,educational diversity is a hakkmark of foreihn acnfemic insrithtions,0.8970588235294118,2
the coach substituted an underperforming player,the conch shbstitutef nn hnse5ierforming okaye5,0.7659574468085106,1
female scientists have played crucial roles in the development of personalized cancer treatments,femake scientists have 9kaye3 cruciak rokes in the fevelo9ment of 9ersonakized cancer treatments,0.8958333333333334,4
aienhanced agricultural robotics will have been automating various farming tasks,aienhanced agrichkthrak robotics wikl hnvekbeen automatinh variohs farming tasks,0.8875,2
the sun had been hanging low in the sky as they watched the sunset from the hilltop,thedsun haf been hanginh ko3 in rhe skhsas they hatched the sunset from the hikkroi,0.8433734939759037,5
by next winter snowy conditions will still be causing traffic disruptions,bh next 3inter snowy conditions 3ikl srikk be causing traffic disrhitions,0.8767123287671232,4
scientists will have been developing more efficient methods of sperm selection through assisted reproductive technology,scientists 3ikl havetbeen sevelo9inh more e3ficient methoss of sierm sekection through nssisted re9roshctive technology,0.8823529411764706,4
by the time the new semester starts students will have been preparing with online tutorials,bydthe time rhe ne3 semesrer sta5ts stufents 3ikk have been ore9aring 3ith onkine tutoriaks,0.8461538461538461,3
influencers will collaborate with brands on shoppable content experiences,infkuencers wikl coklaborate 3ith vranfs on sho9iabke content ex9eriences,0.863013698630137,3
carbon offset programs will encourage individuals and businesses to mitigate their pollution,carvon offset i5ohrnms wikk encohrage indivifhaks ans vusinesses to1mitigare rheirvookkhtion,0.7608695652173914,2
version control systems like git help track changes in web development projects,version controk sysrems like hit helo t5ack chanhes in 3eb sevekoiment 9rokects,0.8481012658227848,3
developers will have created immersive virtual tourism experiences with amorphous computing by 2049,develo9ers 3ilk have crented immersive virthak tohrism ekoeriences with amor9hohskcom9uting bh 1949,0.8383838383838383,4
the fishermen had caught a variety of fish including bass and perch,the fishermen had caught a va5iery of fish including bass an3 9erch,0.9402985074626866,2
fighters are promoting environmental sustainability initiatives,fighters are 95omoting environmental sustainabikiry initiatives,0.9365079365079365,2
she served an ace down the line leaving her opponent stunned,she9serves an ace fo3n the line keaving her oi9onent stunned,0.8833333333333333,4
by the end of the semester i will be grading a stack of essays,by the end of the semester i will be hrading a stack of essays,0.9838709677419355,1
the author was conducting research for his next historical fiction novel,the author 3as condhcting resenrch for his nexr hisroricak 3iction novek,0.8888888888888888,2
aidriven dynamic pricing will adjust in realtime,aifriven dynamicd9ricinh wikk afjusr in reaktime,0.8125,2
facial recognition systems will enhance public safety measures,fnciak recognition systems 3ikk enhance nubkic sn3ety meashres,0.8387096774193549,3
the cars radio antenna got bent,rhe cars rasio antenna got benr,0.9032258064516129,3
we repaired a dent in the rear bumper,3e3re9aired a fent in the 5ear bum9er,0.8378378378378378,3
incident response teams are swiftly addressing security breaches as they occur,incidenr resnonse reams are s3iftlh nsfressinh security breaches as they occur,0.8846153846153846,2
