True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,by 2480 genetic enginrers will have creatzd organisms capablr of surviving in space without life support,0.971153846153846,3,by 2480 genetic engineers will have created organisms capable of surviving in space without life support,1.0,0
by 2510 the local government will have been investing in green infrastructure for generations,by 2520 thz local government will havz been investing in greenxinfrastructuremfor generations,0.946236559139785,3,by 2510 the local government will have been investing in green infrastructure for generations,1.0,0
fully automated factories will have become the standard by 2040,fully automated factories will havebbrcome the standard by 2040,0.9682539682539684,1,fully automated factories will have become the standard by 2040,1.0,0
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,researchers will have7unxocked new insifhts into cognitive computint with amorphous computing by 2049,0.9603960396039604,3,researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,1.0,0
by 2210 education will have been a seamless blend of physical and virtual realities,by 2210 education will have been a sramless blend of physical and v9ftual realities,0.963855421686747,2,by 2210 education will have been a seamless blend of physical and virtual realities,1.0,0
companies will have adopted amorphous computing solutions across industries by 2032,companieswwill have adopted amorphousucomputing solutions across industjies by 2032,0.963855421686747,3,companies will have adopted amorphous computing solutions across industries by 2032,1.0,0
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,byc2045 the healthcare industry will5have been levzraging interoperable informat9onefor over three dscades,0.9433962264150944,5,byc2045 the healthcare industry will have been leveraging interoperable information for over three decades,0.9905660377358491,1
by 2650 digital literacy will have become universal bridging the digital gap,by 2650 digital literacy will have8become universal5bridging the digital gap,0.9736842105263158,1,by 2650 digital literacy will have become universal bridging the digital gap,1.0,0
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 2048 smart gridutrchnologies will have bezn optim8zing energyrdistribution through datadriven 9nformation intzroperabil9ty8for thirty years,0.9366197183098592,3,by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,1.0,0
communities will have embraced digital technology as a catalyst for progress by 2470,communities will havd6embraced dig9tal technology as a catalyst for progress by 2470,0.9642857142857144,1,communities will have embraced digital technology as a catalyst for progress by 2470,1.0,0
