True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2480 genetic engineers will have created organisms capable of surviving in space without life support,hy 248u g5netic enh8neers 3ikk hav5 created organisms ca8ableaof survivin6 in siac5 3ithour life suiiort,0.8269230769230769,4,by 2480 genetic engineers will have created organisms capable of surviving in space without life support,1.0,0
by 2510 the local government will have been investing in green infrastructure for generations,by 151k the kocak government sikk have7been 8nvestinh in green infrastructure for henerarions,0.8709677419354839,4,by 2520 the local government will have been investing in green infrastructure for generations,0.989247311827957,1
fully automated factories will have become the standard by 2040,fukly autonatef factories 3ikk have become th5 standard bh 2u49,0.8412698412698413,4,fully automated factories will have become the standard by 2040,1.0,0
researchers will have unlocked new insights into cognitive computing with amorphous computing by 2049,researchers sikk have unkock5d n53 insights into cohn8tive con9uting 3ith amorihous comoutingqbh 1949,0.8118811881188119,3,researchers will have unlocked new insights into cooperative computing with amorphous computing by 2049,0.9607843137254902,1
by 2210 education will have been a seamless blend of physical and virtual realities,bh 1119i5ducation 3ikk have been aeseamkess bkend of ihysicak and virtuak realit8es,0.8072289156626506,4,by 2190 education will have been a seamless blend of physical and virtual realities,0.9879518072289156,1
companies will have adopted amorphous computing solutions across industries by 2032,com9anies03ilk have asoit5s anorihous con8ut8ng solutions across infustriesqhy 1932,0.7831325301204819,3,companies will have adopted aipowered contingency solutions across industries by 2032,0.8809523809523809,1
by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,by 1945 the heakthcare 8ndustry 2ikl have been k5veraging interoierabke information for over three decaf5s,0.8867924528301887,4,by 2045 the healthcare industry will have been leveraging interoperable information for over three decades,1.0,0
by 2650 digital literacy will have become universal bridging the digital gap,by 1659 d8gital kiterach 3ikk have become6universakzhridhing the dig8tal ga8,0.8026315789473685,3,by 2650 digital literacy will have become universal bridging the digital gap,1.0,0
by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,by 1948 smart gridotechnoko6ies 2ikk have heenco9timiz8nh energy fistribution through4fatafriven information intero9erabilith for thirty years,0.8661971830985915,5,by 2048 smart grid technologies will have been optimizing energy distribution through datadriven information interoperability for thirty years,1.0,0
communities will have embraced digital technology as a catalyst for progress by 2470,communities 2ilk have embraced figitak technokohh as a catakyst for 9rogress hy 1479,0.8571428571428571,4,communities will have embraced digital technology as a catalyst for progress by 2470,1.0,0
by 2040 elm will have become a mainstream choice for building frontend web applications,by 1949 elm 28lk have becone a nainstreamxchoice for buiksing fronrenf 3eh a99kications,0.7931034482758621,5,by 2040 elm will have become a mainstream choice for building frontend web applications,1.0,0
by 2050 artificial intelligence will have been continuously evolving for several decades,by 105u artificiak intekkigenc5 3ilk have been continuousky evokv8ng for severak decafes,0.8522727272727273,3,by 2050 artificial intelligence will have been continuously evolving for several decades,1.0,0
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,hh 1049 amorihous com8uting2wikk have facikitatef breakrhroughs in neurorechnokohy,0.8292682926829268,3,by 2040 amorphous computing will have facilitated breakthroughs in neurotechnology,0.9878048780487805,1
by 2130 aipowered education systems will have been tailored to each students learning style,by 113k aiio3ered education systemss3ikk have be5n taikoref to each students k5arning sthle,0.8461538461538461,4,by 2230 aipowered education systems will have been tailored to each students learning style,0.989010989010989,1
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,res5arch5rs 3ikk have7eniloyef continuak kearninh2rechniquesjto asa9t2biomefical text mining modeks overutime by 1k43,0.8034188034188035,3,researchers will have employed continuous learning techniques to adapt biomedical text mining models over time by 2033,0.9702127659574468,2
by 2950 every individual will have equal opportunities in the digital realm,by 1959gevery 8nfividuak3will have equak o99ortunitiesgin thecdigitakireakm,0.8,2,by 2050 every individual will have equal opportunities in the digital realm,0.9866666666666667,1
quantum computing will have decrypted complex codes by 2040,1uantum comiuting 3ikk have decry9ted comokex codes by 194u,0.8135593220338984,3,quantum computing will have deciphered complex codes by 2040,0.9411764705882353,1
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,by 1219 fkoating cities sikk utilize innovative fiktrarion shstems to sustain ckean water suiili5s,0.8571428571428571,5,by 2200 floating cities will utilize innovative filtration systems to sustain clean water supplies,0.9897959183673469,1
by 2220 ai will have been deeply integrated into the fabric of education,by 1119 ai sikk0have b5en dee9ly integrated into the fabr8c of efucat8on,0.8194444444444444,4,by 2210 ai will have been deeply integrated into the fabric of education,0.9861111111111112,1
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,hh 105u 3d 9rinting technokogh 38lk have asvances tonth5 oo8nt of irinting fukkh functionak human organs,0.7980769230769231,4,by 2050 3d printing technology will have advanced to the point where printing fully functional human organs will be a reality,0.8908296943231441,2
efforts to close the digital gap will have borne fruit by 2060,efforts to close the figirak ga9 wikk have borne fruitahh 106u,0.8225806451612904,2,efforts to close the digital gap will have borne fruit by 2070,0.9838709677419355,1
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 1946 smart traff8c managenent systems33ikl have been o9timizing7urbanomobikity throuhh interconnectef informarion systems for thirty hears,0.8936170212765957,4,by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,1.0,0
access to digital resources will have become a cornerstone of development by 2760,access to figitak resources 3illuhave become a cornerstone of fevekoiment by 1769,0.8888888888888888,4,access to digital resources will have become a cornerstone of development by 2760,1.0,0
engineers will have integrated amorphous computing into urban planning systems by 2046,engineers 3ikk have int5graredpamorohous com9uring into urban 9kanning shstens by 1k45,0.813953488372093,4,engineers will have integrated amorphous computing into urban planning systems by 2045,0.9883720930232558,1
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,by 1k45 kno3lesg5 f8stillation techni1u5sr3ikk have com9ressed comikex mofeksxfor efficient biomedical text mining,0.8333333333333334,2,by 2045 knowledges graph dissolution techniques will have compressed complex models for efficient biomedical text mining,0.9401709401709402,1
biomedical text mining will have played a crucial role in personalized medicine by 2030,hiomefical texr mininh 2ikk hav5 8kahed a cruc8al rok5 in8iersonakized medicin5 by 1k39,0.7586206896551724,3,biomedical text mining will have played a crucial role in personalized medicine by 2039,0.9885057471264368,1
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,by 1109 humans 3ilk7have mitigatef some of the n5gative im9acts of 5volutionary nismatches,0.8888888888888888,4,by 2200 humans will have mitigated some of the negative impacts of revolutionary nanomachines,0.9289617486338798,2
by 2130 deep learning will have been enhancing global communication networks,bh 1130 deei kearning 3ilk have been enhanc8nh 6kobaklcommunication nersorks,0.8289473684210527,2,by 2030 deep learning will have been enhancing global communication networks,0.9868421052631579,1
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,by 159k centrak8zed ict iokiciesmwikk hav5 be5ntaddressing ethicak concerns in art8ficiak intelkih5nce,0.8137254901960784,3,by 2590 centralized ict policies will have been addressing ethical concerns in artificial intelligence,0.9901960784313726,1
investments in digital infrastructure will have created a level playing field by 2420,8nvestmenrs inbsigitak infrastructure 3ikl have created a levek ikaying fiekd by 1429,0.8470588235294118,4,investments in digital infrastructure will have created a level playing field by 2420,1.0,0
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,biom5dicak texr m8ninh 3ilk have ilayed a vitalrroke in unravelin6 comik5xxg5ne rehukatorh networks bh 1k49,0.7850467289719626,5,biomedical text mining will have played a vital role in unraveling complex gene regulation networks by 2040,0.9813084112149533,1
by 2290 researchers will have developed methods for reversing climate change,bh 219u researchers will have f5vekooed methods for r5versing ckimate change,0.881578947368421,3,by 2200 researchers will have developed methods for reversing climate change,0.9868421052631579,1
by 2050 amorphous computing will have transformed how we approach environmental conservation,by 1059 anor9hous con9uting sikl have transformes5ho3 se aioroach environmentak conservat8on,0.8260869565217391,2,by 2050 amorphous computing will have transformed the way we approach environmental conservation,0.9680851063829787,1
by 2040 python will have remained the language of choice for data science and ai,by 1u40 oython sikkrhave rema8n5f the kanhuage of choice0for sata sci5nce anf ai,0.8,3,by 2040 python will have remained the language of choice for data science and ai,1.0,0
by 2070 disparities in digital access will have become a thing of the past,by 1k79hfis8ariti5s in digitak access 38kl have b5come a thing of th5 iast,0.8108108108108109,5,by 2070 disparities in digital access will have become a thing of the past,1.0,0
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,biomedicak rext minin6 3ikkkhave acceleratef th5 identificationiof fiagnostic biomarkers by 2k41,0.875,2,biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,1.0,0
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by 2k4k amorohous com9utingi38kl have enahkef unorecefenref kev5ks of data 8rocessing,0.788235294117647,3,by 2050 amorphous computing will have enabled unprecedented levels of data processing,0.9882352941176471,1
by 2270 advancements in robotics will have been transforming the way surgeries are performed,bh 1179 advancem5nts 8n robot8csd2ikk have been transforming the 3ay surgeries are oerformed,0.8586956521739131,3,by 2170 advancements in robotics will have been transforming the way surgeries are performed,0.9891304347826086,1
advanced 3d data visualization techniques will enhance spatial understanding,advanced 3f sata visualization techn8ques 2ikk enhancecs9atiak understanding,0.881578947368421,2,advanced 3d data visualization techniques will enhance spatial understanding,1.0,0
by 2050 amorphous computing will have transformed global supply chain logistics,hh 1059 amor8hous com8uring sill have transformef 6lobal su9iky chain kohistics,0.810126582278481,3,by 2050 amorphous computing will have transformed global supply chain logistics,1.0,0
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,researcherst38kl have de9lohed s2arm 8nt5lligence methods for colkaborariv5qbiomesicak t5xt mining by 2941,0.8301886792452831,4,researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2041,0.9905660377358491,1
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,bh 1u35 9ersonalizef heakthcare okans 3ikk have been fevekoied through comirehensive information interoi5rabik8thqfor t3enty y5ars,0.823076923076923,4,by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,1.0,0
developers will have created intuitive programming languages for amorphous computing by 2039,d5veko8ers 3ikk have createf intuitiv5 9rogramming lanhuages for amorihous com9ut8ng bh 1939,0.8260869565217391,3,developers will have created intuitive programming languages for amorphous computing by 2030,0.9891304347826086,1
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,by 1947 seei reinforcemenr kearning agenrs 3ill have autonomousky navigares bioneficak literature for rekevant informarion,0.8688524590163934,3,by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,1.0,0
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,bh31945 9red8crive analytics 2ikk have been oitimizing decisionnaking iroc5sses through com9rehensive information interoierabikity foruthirty y5ars,0.8707482993197279,5,by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,1.0,0
by 2290 centralized ict trends will have been shaping the future of work through automation,by 1199jcentrakizef icr trends 38lljhave been sha9ing the future of 2orkqthrough automation,0.8571428571428571,4,by 2090 centralized ict trends will have been shaping the future of work through automation,0.989010989010989,1
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,by 1941 irecision ahricukture t5chniquesm2ikk have been imirovinh croi yi5lds through com9rehensive information intero95rability forxth8rry y5ars,0.8551724137931035,4,by 2042 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,0.993103448275862,1
by 2730 technological advancements will have uplifted marginalized communities,bh 2730 technokogicak advancemenrs 38kl hav5 uokifted9marg8nakized8communities,0.8205128205128205,2,by 2730 technological advancements will have unified marginalized communities,0.967741935483871,1
robots will be commonplace household helpers by the year 2050,robots 3ill be comnonikace househokd hel9ers hy the year 1959,0.8360655737704918,3,robots will be common household helpers by the year 2040,0.9401709401709402,2
by 2027 schools will have been implementing blended learning models for a significant period,by 1917 schooks wikk have been 8mikement8ng bk5nd5d l5arn8n6 modeks3for a sign8ficant ieriod,0.782608695652174,3,by 1917 schools will have been ameliorating blaster learning models for a significant period,0.8586956521739131,2
